Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
EXO1_0_real_train1	0.9233746285829448	2.27e-321	1.682236024586138e-205	5.981344376961135e-304	0.00011212631891863342	0.07651324509813646	6.401198109569776e-222
OGG1_0_real_train1	0.015249111696952217	0.048999718829692084	0.034553918238178515	0.015078958077714638	0.8709043119193735	0.015213981238089194	5.0060528054576175e-18
RNF168_0_real_train1	0.8815709707305719	9.6e-322	3.1684191908522033e-187	3.093e-321	0.049227984235722645	0.06920104503370537	6.460868355749707e-138
UNG_0_real_train1	0.09983164206639276	2.115e-321	0.8340127795822451	0.06615557835136218	2.3652884984789305e-195	8.55e-322	4.011689937013755e-193
ATP2B4_0_real_train1	0.10557150939549945	5.8e-322	0.3696648230527312	0.06428658773957473	0.22971231939235676	0.1929436352193709	0.03782112520046689
ATP2B4_1_real_train1	2.6938007152783756e-242	5.04e-322	0.10313755737458062	5.7539382608746575e-58	0.26712012882445635	0.3250603120660518	0.3046820017349113
MLH1_0_real_train1	0.13448615620006157	0.6765214074785144	0.08651194877441237	0.07156528364261096	1.705e-321	0.03091520390440074	6.916920480438742e-81
MSH2_0_real_train1	0.10555756315467585	0.6154213346108502	0.12402709643982075	0.0712822945889471	1.042e-321	5.554814593080406e-05	0.08365616305977532
MSH6_0_real_train1	0.04203692440811605	0.5826033572974461	0.06753020858879934	0.181257921683843	4.304539535706542e-298	2.2124567456285353e-16	0.1265715880217954
MSH6_1_real_train1	0.0629824284047944	0.5900330171089727	0.03850212536061567	0.18481681414841342	0.013170246151546368	2.525e-321	0.11049536882565739
PMS1_0_real_train1	1.887e-321	0.008059292523853302	0.15551704224642807	2.07e-321	2.6198186353716183e-87	0.8364236652297187	7.330220225119915e-135
PMS2_0_real_train1	1.4127755884756797e-199	0.00552800285246571	0.06830489465973844	0.8541638994663573	0.01944227433940099	0.05256092868203763	9.735058992853613e-21
EXO1_0_multinomial_train1	0.9649347552710752	2.347e-321	1.7413759464222504e-250	3.8350794309419403e-169	0.029348232133609882	0.005717012595314923	4.68570036828258e-246
EXO1_0_multinomial_train1.1	0.9178889870235668	2.204295377889741e-217	1.0945372751647552e-43	1.0616647162504778e-163	1.33e-321	0.08211101297643328	5.26804872947324e-119
EXO1_0_multinomial_train1.2	0.9352521054246612	1.89e-321	4.8897966129075364e-287	6.487903462042215e-100	2.9568264299522194e-266	0.06474789457533867	2.633e-321
EXO1_0_multinomial_train1.3	0.9307627906090172	2.144e-321	0.00803514411650475	1.92e-321	0.013465900183764297	0.04773616509071388	3.1624857964134903e-127
EXO1_0_multinomial_train1.4	0.9597591050465241	7.66e-322	1.007206426309322e-251	1.635e-321	6.108356381167918e-17	0.0402408949534757	2.12e-321
EXO1_0_multinomial_train1.5	0.9043303218273505	1.47e-321	4.657257360562404e-71	2e-321	8.2e-322	0.09566967817264936	7.31915709251838e-211
EXO1_0_multinomial_train1.6	0.9610446989200863	0.001450047423904492	1.966e-321	5.715714339368792e-83	0.037505253656009235	4.6784972490676274e-65	1.4221200003222117e-229
EXO1_0_multinomial_train1.7	0.9337631889404512	2.826e-321	1.9541915225540084e-230	2.174e-321	8.436871722055336e-255	0.06623681105954883	5.92341843628399e-287
EXO1_0_multinomial_train1.8	0.9270636848481862	2.554e-321	7.730860680599353e-273	0.0112685684449885	7.597222572544259e-131	0.061667746706825254	1.693908180619373e-274
EXO1_0_multinomial_train1.9	0.9635640476806522	1.44e-321	6.434224840464704e-231	1.53e-321	9.512952111497004e-285	0.03643595231934778	2.002334176031235e-280
EXO1_0_multinomial_train1.10	0.9152188185184926	2.184e-321	4.970737739274221e-39	3.55e-321	1.0295263120598421e-17	0.08478118148150743	1.2670940940055033e-213
EXO1_0_multinomial_train1.11	0.8592236590174224	2.35e-321	9.797748216264179e-127	2.6e-321	6.0127546292828656e-170	0.14077634098257763	8.719406653113173e-209
EXO1_0_multinomial_train1.12	0.8751360529579505	3.607e-321	3.6944936594e-314	3.9467878376969073e-249	0.011184290071645162	0.11367965697040444	3.4230293512446853e-230
EXO1_0_multinomial_train1.13	0.9088952731431645	1.556e-321	5.171249133945267e-13	0.02083270392534667	9.957878102432762e-224	0.07027202293097172	4.573216963293955e-200
EXO1_0_multinomial_train1.14	0.9279499214086303	1.94e-321	6.354103544896463e-262	4.1772060885897077e-252	1.7774059822337335e-271	0.07205007859136983	2.994e-321
EXO1_0_multinomial_train1.15	0.9474829580954799	3.363455512460396e-120	1.6798380486363018e-71	7.018553567247783e-144	5.504e-321	0.052517041904519994	8.56788616280749e-140
EXO1_0_multinomial_train1.16	0.9580838931472325	2.653e-321	2.3501565427033294e-295	2.1376752255766607e-120	0.007154052336881073	0.03476205451588649	1.0323402172277386e-234
EXO1_0_multinomial_train1.17	0.9503181223092713	0.003441753181168896	3.700958527060277e-128	2.8020172739351492e-96	1.374e-321	0.04624012450955981	4.170486663120419e-177
EXO1_0_multinomial_train1.18	0.8929661832262838	1.61e-321	2.703e-321	1.4948974674804148e-200	0.02257478815701036	0.08445902861670589	1.0287305995881987e-295
EXO1_0_multinomial_train1.19	0.9624347940386627	2.94e-321	2.7034610418599936e-271	2.337e-321	0.010472328827768574	0.02709287713356862	4.704742339867216e-230
EXO1_0_multinomial_train1.20	0.9387165549914751	3.09e-321	1.007006656253398e-201	2.475e-321	0.013732331916639102	0.04755111309188574	9.516007797345489e-226
EXO1_0_multinomial_train1.21	0.9459845332484147	0.0037964869929519554	2.92e-321	2.994e-321	0.0012425721866483011	0.048976407571985	5.640613075475231e-232
EXO1_0_multinomial_train1.22	0.8761085459450956	3.597e-321	7.114964728987058e-92	3.157e-321	2.715633358884233e-189	0.12389145405490445	8.32314511919424e-181
EXO1_0_multinomial_train1.23	0.8927031473095378	1.616e-321	0.03710105230470222	3.12e-321	1.35e-321	0.07019580038575983	3.981603775314657e-295
