Samples	SBS96A	SBS96B	SBS96C
EXO1_0_real_train1	0.8786326589544136	0.12136734104558639	4e-322
OGG1_0_real_train1	1.087e-321	2.39e-321	1.0
RNF168_0_real_train1	0.9807896741271895	0.019210325872810446	8.5e-322
UNG_0_real_train1	0.5986403552707601	0.2829740598580285	0.11838558487121159
ATP2B4_0_real_train1	0.5193505314579878	0.11272181177631758	0.36792765676569444
ATP2B4_1_real_train1	0.2753388811681345	0.20798800432226625	0.5166731145095992
MLH1_0_real_train1	4.9e-322	1.0	2.08e-322
MSH2_0_real_train1	7.2e-322	1.0	4.1e-322
MSH6_0_real_train1	7.6e-322	1.0	4.3e-322
MSH6_1_real_train1	7.6e-322	1.0	4.3e-322
PMS1_0_real_train1	0.30862985431622686	0.3921282807481301	0.29924186493564303
PMS2_0_real_train1	0.21818507131661152	0.7818149286833884	9.73e-322
EXO1_0_multinomial_train1	0.9145383418143108	0.08546165818568914	3.95e-322
RNF168_0_multinomial_train1	1.0	3.602750062666731e-37	1.2461559544641925e-154
RNF168_0_multinomial_train1.1	0.9931977245249507	1.45e-321	0.0068022754750493
EXO1_0_multinomial_train1.1	0.8239394397177001	0.1760605602822999	4e-322
RNF168_0_multinomial_train1.2	0.9901427826128846	0.009857217387115343	6.369112160267389e-17
RNF168_0_multinomial_train1.3	0.9384126644254066	0.061587335574593546	1.3490575850241157e-299
RNF168_0_multinomial_train1.4	0.9515805530045703	0.029940557695240726	0.018478889300188896
RNF168_0_multinomial_train1.5	0.9629358382034965	0.03706416179650346	3.06e-322
RNF168_0_multinomial_train1.6	0.9762379772628249	0.02376202273717514	1.4477455821237466e-300
RNF168_0_multinomial_train1.7	0.8977980819361595	0.10220191806384037	3.3e-322
RNF168_0_multinomial_train1.8	0.9903180558264918	4.8977834976071936e-194	0.00968194417350827
EXO1_0_multinomial_train1.2	0.8769295736310321	0.12307042636896795	1.83e-322
EXO1_0_multinomial_train1.3	0.9058986321336303	0.0941013678663697	4.1e-322
RNF168_0_multinomial_train1.9	1.0	1.4889557820053103e-107	4.6e-322
EXO1_0_multinomial_train1.4	0.8991644282790697	0.10083557172093023	4.1e-322
EXO1_0_multinomial_train1.5	0.8653689831372391	0.13463101686276077	4e-322
EXO1_0_multinomial_train1.6	0.905851211688944	0.09414878831105607	3.85e-322
EXO1_0_multinomial_train1.7	0.8600418302107735	0.13995816978922632	4.25e-322
EXO1_0_multinomial_train1.8	0.8567760812398181	0.14322391876018192	3.95e-322
RNF168_0_multinomial_train1.10	0.9549477643876948	1.1293919711026152e-72	0.04505223561230517
EXO1_0_multinomial_train1.9	0.8394908450015864	0.16050915499841367	2.08e-322
RNF168_0_multinomial_train1.11	0.8970423041684878	0.10295769583151201	3.16e-322
RNF168_0_multinomial_train1.12	0.9442374007164455	0.055762599283554516	9.2e-322
EXO1_0_multinomial_train1.10	0.8341308333060798	0.16586916669392004	2.17e-322
EXO1_0_multinomial_train1.11	0.8415086950635594	0.1584913049364405	3.95e-322
RNF168_0_multinomial_train1.13	0.7820299696910603	0.21797003030893958	7.2e-322
RNF168_0_multinomial_train1.14	0.9687534903189846	0.031246509681015267	2.6144928430058873e-240
RNF168_0_multinomial_train1.15	0.8918007355072874	0.10819926449271254	3.16e-322
RNF168_0_multinomial_train1.16	0.9830205469325525	0.01623525583460718	0.0007441972328405105
EXO1_0_multinomial_train1.12	0.9586279360988921	0.041372063901107814	5.5e-322
RNF168_0_multinomial_train1.17	0.9272638738879685	0.07273612611203138	8.984406e-318
EXO1_0_multinomial_train1.13	0.9419344305580333	0.05806556944196661	5.93e-322
RNF168_0_multinomial_train1.18	0.9766351196626543	3.01e-321	0.023364880337345822
EXO1_0_multinomial_train1.14	0.8822511791322502	0.11774882086774996	4e-322
RNF168_0_multinomial_train1.19	0.9660296995523031	0.03397030044769693	5e-322
RNF168_0_multinomial_train1.20	0.8945632948449653	0.10543670515503462	1.8e-322
EXO1_0_multinomial_train1.15	0.8752080240586926	0.12479197594130759	3.8e-322
RNF168_0_multinomial_train1.21	0.9639188305163813	0.024349347342993932	0.011731822140624725
RNF168_0_multinomial_train1.22	0.8849917705247401	0.09566806869483015	0.019340160780429733
EXO1_0_multinomial_train1.16	0.8391032082349446	0.1608967917650556	4.2e-322
EXO1_0_multinomial_train1.17	0.8587575463520728	0.14124245364792734	4.1e-322
RNF168_0_multinomial_train1.23	0.973034755273762	0.026965244726238007	4.9e-322
EXO1_0_multinomial_train1.18	0.8369066418108857	0.1630933581891143	4.15e-322
RNF168_0_multinomial_train1.24	0.9851435505588044	0.014856449441195518	3.95e-322
RNF168_0_multinomial_train1.25	0.9770306515661361	0.022969348433863942	4.1e-322
RNF168_0_multinomial_train1.26	0.9766121166344287	0.023387883365571363	3.1e-322
RNF168_0_multinomial_train1.27	0.9391014251704721	9.390324162814032e-05	0.06080467158789968
RNF168_0_multinomial_train1.28	0.9297010402038183	0.07029895979618168	4.55e-322
EXO1_0_multinomial_train1.19	0.8215593742398902	0.1784406257601098	4.15e-322
RNF168_0_multinomial_train1.29	0.9001945841515414	0.09980541584845856	3e-322
EXO1_0_multinomial_train1.20	0.8773142656007981	0.12268573439920182	3.8e-322
RNF168_0_multinomial_train1.30	0.9968061445513534	0.0031938554486466045	7.86e-322
RNF168_0_multinomial_train1.31	0.9470701965617428	0.052929803438257164	6.03e-322
RNF168_0_multinomial_train1.32	0.9869733139077879	0.013026686092212034	5.93e-322
RNF168_0_multinomial_train1.33	1.0	2.37e-321	7.66e-322
EXO1_0_multinomial_train1.21	0.90079845758041	0.09920154241958998	4.35e-322
RNF168_0_multinomial_train1.34	0.9999999999999999	1.453e-321	4.7e-322
EXO1_0_multinomial_train1.22	0.8779375106842009	0.12206248931579919	3.6e-322
EXO1_0_multinomial_train1.23	0.9041631077800204	0.0958368922199796	3.85e-322
RNF168_0_multinomial_train1.35	0.9428345093500904	0.057165490649909494	7.8e-322
RNF168_0_multinomial_train1.36	0.9999999999999999	1.347929394213469e-46	1.065245135605355e-300
EXO1_0_multinomial_train1.24	0.9408810125453397	0.059118987454660356	4.15e-322
RNF168_0_multinomial_train1.37	0.9820700991387956	0.017929900861204415	4.45e-322
EXO1_0_multinomial_train1.25	0.875416472255572	0.12458352774442791	5.83e-322
RNF168_0_multinomial_train1.38	1.0	2.124e-321	1.04e-321
EXO1_0_multinomial_train1.26	0.8612630156020551	0.13873698439794493	2.17e-322
EXO1_0_multinomial_train1.27	0.9058604523490397	0.09413954765096039	3.75e-322
EXO1_0_multinomial_train1.28	0.8987793921654841	0.10122060783451596	4.1e-322
EXO1_0_multinomial_train1.29	0.9151433533799557	0.08485664662004443	3.8e-322
EXO1_0_multinomial_train1.30	0.891753714367121	0.108246285632879	1.9e-322
RNF168_0_multinomial_train1.39	0.9415470363308558	0.05845296366914411	5.34e-322
RNF168_0_multinomial_train1.40	0.9509471743572273	2.31e-321	0.049052825642772545
EXO1_0_multinomial_train1.31	0.8238454669390096	0.17615453306099033	4.05e-322
EXO1_0_multinomial_train1.32	0.8752711377359312	0.12472886226406873	4.15e-322
EXO1_0_multinomial_train1.33	0.8879111941126474	0.11208880588735261	3.9e-322
RNF168_0_multinomial_train1.41	0.9999999999999999	2.194e-321	8.05e-322
RNF168_0_multinomial_train1.42	1.0	2.868663998061237e-75	6.3e-322
EXO1_0_multinomial_train1.34	0.8784488932786702	0.12155110672132996	3.8e-322
RNF168_0_multinomial_train1.43	1.0	1.1567231437599638e-248	1.5579564926949128e-275
EXO1_0_multinomial_train1.35	0.9301223867981763	0.06987761320182359	5.83e-322
EXO1_0_multinomial_train1.36	0.8744786888151109	0.1255213111848891	4.15e-322
RNF168_0_multinomial_train1.44	0.9999999999999999	2.757e-321	1.7541294976305746e-74
EXO1_0_multinomial_train1.37	0.8708879032781967	0.12911209672180327	4.15e-322
RNF168_0_multinomial_train1.45	1.0	7.950211211080097e-220	1.413e-321
RNF168_0_multinomial_train1.46	1.0	1.4073477856385376e-93	6.23e-322
RNF168_0_multinomial_train1.47	0.9404179178640889	0.05958208213591105	2.7e-322
RNF168_0_multinomial_train1.48	0.9959167201937867	0.0040832798062132	2.9e-322
RNF168_0_multinomial_train1.49	0.9600447052246692	0.039955294775330684	2.906352612251372e-299
RNF168_0_multinomial_train1.50	0.8931931255658451	0.1068068744341548	4.7e-322
EXO1_0_multinomial_train1.38	0.9611316841669496	0.038868315833050525	5.63e-322
RNF168_0_multinomial_train1.51	0.9520850890325824	0.04791491096741751	4.6e-322
RNF168_0_multinomial_train1.52	0.8758924819784558	0.12410751802154432	9.1e-322
EXO1_0_multinomial_train1.39	0.8462921713414664	0.15370782865853366	5.63e-322
EXO1_0_multinomial_train1.40	0.8622288236244559	0.13777117637554417	6.2e-322
RNF168_0_multinomial_train1.53	0.9977579341424678	1.536552364807517e-131	0.0022420658575321947
EXO1_0_multinomial_train1.41	0.8008560039648002	0.19914399603519983	2e-322
EXO1_0_multinomial_train1.42	0.9016523909117051	0.09834760908829498	3.85e-322
RNF168_0_multinomial_train1.54	0.9629271842483069	2.016e-321	0.03707281575169294
OGG1_0_multinomial_train1	1.166e-321	1.616e-321	1.0
UNG_0_multinomial_train1	0.4505894810026797	0.4351961075106069	0.11421441148671341
UNG_0_multinomial_train1.1	0.4936677094201789	0.3165449286189604	0.18978736196086077
UNG_0_multinomial_train1.2	0.6235910635951508	0.24849227127661758	0.12791666512823163
OGG1_0_multinomial_train1.1	2.144889526561044e-309	5.20935008905551e-15	0.9999999999999948
UNG_0_multinomial_train1.3	0.5827793796944787	0.29270245974350695	0.12451816056201422
OGG1_0_multinomial_train1.2	9.14e-322	2.574e-321	1.0
OGG1_0_multinomial_train1.3	7.6e-322	8.55e-322	1.0
