Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	1.20E-03	2.95E-03	6.23E-03	6.86E-03	9.13E-03
OGG1_0_real_train1	7.71E-08	2.03E-02	6.80E-04	1.05E-02	3.35E-02
RNF168_0_real_train1	4.23E-03	5.34E-03	5.23E-03	5.95E-03	1.73E-03
UNG_0_real_train1	1.29E-03	7.33E-03	2.01E-02	2.42E-02	3.96E-02
ATP2B4_0_real_train1	3.67E-03	9.76E-03	1.24E-03	8.73E-03	4.18E-03
ATP2B4_1_real_train1	2.90E-03	5.74E-03	6.70E-03	4.63E-03	7.91E-03
MLH1_0_real_train1	5.11E-03	1.78E-03	6.21E-03	5.45E-03	1.84E-02
MSH2_0_real_train1	2.17E-03	9.84E-04	5.28E-03	6.67E-03	1.57E-02
MSH6_0_real_train1	3.45E-03	1.19E-03	3.48E-03	4.12E-03	1.18E-02
MSH6_1_real_train1	4.59E-03	1.74E-03	2.69E-03	3.12E-03	1.15E-02
PMS1_0_real_train1	2.85E-04	5.68E-03	3.30E-03	1.25E-02	9.79E-03
PMS2_0_real_train1	3.43E-03	1.20E-03	4.74E-03	1.75E-03	2.41E-03
EXO1_0_dirichlet_train1	3.72E-03	2.67E-03	6.67E-03	3.06E-03	1.09E-02
RNF168_0_dirichlet_train1	2.45E-03	2.58E-03	4.63E-03	8.77E-03	8.21E-03
RNF168_0_dirichlet_train1.1	7.36E-04	4.33E-03	4.56E-03	1.91E-03	1.54E-03
EXO1_0_dirichlet_train1.1	5.91E-04	2.39E-03	3.28E-03	7.41E-03	6.75E-03
RNF168_0_dirichlet_train1.2	2.75E-03	4.34E-03	0.00E+00	4.16E-04	7.54E-03
RNF168_0_dirichlet_train1.3	3.14E-03	5.34E-03	7.08E-03	2.96E-03	2.41E-03
RNF168_0_dirichlet_train1.4	4.28E-03	5.56E-03	2.64E-03	3.14E-03	5.05E-03
RNF168_0_dirichlet_train1.5	4.94E-03	5.32E-03	1.45E-02	1.05E-02	1.73E-02
RNF168_0_dirichlet_train1.6	4.00E-03	1.08E-02	8.53E-04	1.09E-02	1.95E-03
RNF168_0_dirichlet_train1.7	1.30E-03	2.31E-03	2.57E-04	2.30E-03	6.78E-05
RNF168_0_dirichlet_train1.8	8.49E-03	9.78E-03	8.58E-03	2.08E-03	6.02E-03
