	0	1	2	3	4	5	6	7	8	9
0	[1.127445402029921, 0.9888192331128566, 1.386261689170643, 0.2541666626930237, 0.0]	[1.127309662391968, 0.9886840697900153, 1.3862559260195273, 0.26499998569488525, 0.0]	[1.127711862693996, 0.9890934021453954, 1.386184605486006, 0.2566666603088379, 0.0]	[1.128170874099737, 0.9895518239943237, 1.3861905010541316, 0.26249998807907104, 0.0]	[1.1273549923590895, 0.9887308765618616, 1.38624115797228, 0.25833332538604736, 0.0]	[1.127253493767797, 0.9886186650923798, 1.3863482867541719, 0.24916666746139526, 0.0]	[1.1282095033490551, 0.9895837648714394, 1.3862573847761566, 0.26249998807907104, 0.0]	[1.1283893548176005, 0.989759864752631, 1.386294900649695, 0.33416667580604553, 0.0]	[1.1267176920185447, 0.9880953126053637, 1.38622379413181, 0.25833332538604736, 0.0]	[1.1283218061023548, 0.9897074787566167, 1.3861432734573804, 0.27000001072883606, 0.0]
100	[0.32266653113624355, 0.32195882350248833, 0.007077076337551963, 1.0, 0.0]	[0.3480160912020001, 0.34730195158542, 0.007141396165801201, 1.0, 0.0]	[0.3230625056242588, 0.320876884392547, 0.021856212317117853, 1.0, 0.0]	[0.37512488555948703, 0.3728641071878287, 0.022607783716583407, 1.0, 0.0]	[0.49367433804021665, 0.49318554289541133, 0.004887951448053352, 1.0, 0.0]	[0.4868767787663609, 0.48628533820026926, 0.005914405660916235, 1.0, 0.0]	[0.3435976687716437, 0.34289266076091063, 0.007050080107330793, 1.0, 0.0]	[0.31637611235434304, 0.31527712022257437, 0.01098992131768652, 1.0, 0.0]	[0.33622322072350624, 0.3339039520829491, 0.023192686405571455, 1.0, 0.0]	[0.34443652543627573, 0.343717826579061, 0.00718698857214697, 1.0, 0.0]
200	[0.31424010082089016, 0.3138154761758178, 0.004246246450723539, 1.0, 0.0]	[0.332706166676413, 0.33221595937809645, 0.004902072983165325, 1.0, 0.0]	[0.3091422659414313, 0.3082306677856995, 0.00911598155731769, 1.0, 0.0]	[0.3522035738777577, 0.35112460542958013, 0.010789684481775636, 1.0, 0.0]	[0.4394648643590361, 0.4391023885777839, 0.00362475781252198, 1.0, 0.0]	[0.4262813800187419, 0.4258673543977365, 0.004140256210054245, 1.0, 0.0]	[0.32177234703893326, 0.3213083308415109, 0.004640161974223816, 1.0, 0.0]	[0.3087122850513081, 0.30804529633201017, 0.006669887192979554, 1.0, 0.0]	[0.3203164744854388, 0.3191251405379846, 0.011913339474542444, 1.0, 0.0]	[0.3270367735798889, 0.32655800449691363, 0.00478769082975267, 1.0, 0.0]
300	[0.31124666755396485, 0.3109268094827369, 0.0031985807122798314, 1.0, 0.0]	[0.3244960201279949, 0.3241011462749318, 0.003948738530630709, 1.0, 0.0]	[0.30424983322199073, 0.30365130112857974, 0.005985320934110035, 1.0, 0.0]	[0.3355719827080213, 0.3351601289083265, 0.004118537996947909, 1.0, 0.0]	[0.4055443718802755, 0.4052414124577255, 0.0030295942254996724, 1.0, 0.0]	[0.4005933989473254, 0.4002569061790967, 0.00336492768228691, 1.0, 0.0]	[0.31565374765209797, 0.31528889858414083, 0.0036484906795713227, 1.0, 0.0]	[0.3056033718421913, 0.3050846301964501, 0.005187416457411932, 1.0, 0.0]	[0.31259191890363086, 0.31178665649053616, 0.008052624130946807, 1.0, 0.0]	[0.31957636333576894, 0.31920384741835856, 0.0037251591741039995, 1.0, 0.0]
400	[0.3093872234936897, 0.309120709975037, 0.002665135186526739, 1.0, 0.0]	[0.3195656947962211, 0.31922363999722236, 0.0034205479899873143, 1.0, 0.0]	[0.301897898511912, 0.30142828973977054, 0.004696087721414655, 1.0, 0.0]	[0.3291867981994052, 0.3288581083872002, 0.003286898122050254, 1.0, 0.0]	[0.3902983106056701, 0.3900226057660722, 0.002757048395979068, 1.0, 0.0]	[0.3885283732106509, 0.3882340941808085, 0.00294279029842432, 1.0, 0.0]	[0.312320351310908, 0.31201524955086096, 0.003051017600470409, 1.0, 0.0]	[0.3038411816521987, 0.303408176101165, 0.004330055510337317, 1.0, 0.0]	[0.30838510688349685, 0.3077495038015719, 0.0063560308192492825, 1.0, 0.0]	[0.31500511889895866, 0.31468985282874123, 0.003152660702174129, 1.0, 0.0]
500	[0.3080345681978444, 0.3078014929399144, 0.0023307525793005183, 1.0, 0.0]	[0.31568414870499945, 0.3153842404763191, 0.002999082286803493, 1.0, 0.0]	[0.300481256457235, 0.30007819621835397, 0.00403060238881043, 1.0, 0.0]	[0.3244142343179068, 0.3241244914433043, 0.0028974287460250842, 1.0, 0.0]	[0.383045256840436, 0.38278876907823617, 0.002564877621998033, 1.0, 0.0]	[0.3819419889744451, 0.38167039959531424, 0.0027158937913085352, 1.0, 0.0]	[0.3103045927993716, 0.31003894248433844, 0.0026565031503318366, 1.0, 0.0]	[0.3026327908217446, 0.3022508309514893, 0.0038195987025531433, 1.0, 0.0]	[0.3053315073533571, 0.30480785747584527, 0.005236498775118591, 1.0, 0.0]	[0.3118582949337585, 0.3115807606743627, 0.0027753425939580005, 1.0, 0.0]
600	[0.3070271910234045, 0.3068160702981705, 0.0021112072523400806, 1.0, 0.0]	[0.312698717645972, 0.3124269517066193, 0.0027176593935269735, 1.0, 0.0]	[0.2996040900192777, 0.2992417452569128, 0.0036234476236489373, 1.0, 0.0]	[0.3210960229026866, 0.32082643894271606, 0.0026958395997048732, 1.0, 0.0]	[0.3767224598540006, 0.376479207530924, 0.002432523230765689, 1.0, 0.0]	[0.3743478182604156, 0.37408908435087296, 0.0025873390954263813, 1.0, 0.0]	[0.3088514094552975, 0.30861246660898073, 0.002389428463167457, 1.0, 0.0]	[0.3016544575951956, 0.3013019878107697, 0.0035246978442588263, 1.0, 0.0]	[0.30326531272413665, 0.3028037275633718, 0.004615851607648121, 1.0, 0.0]	[0.3097798291736671, 0.3095305602083745, 0.0024926896529256794, 1.0, 0.0]
700	[0.3061729522574046, 0.30597618091895895, 0.0019677133844563234, 1.0, 0.0]	[0.3105212550176644, 0.310272606836767, 0.0024864818089745046, 1.0, 0.0]	[0.29870681613841266, 0.29837153266916383, 0.0033528346924883512, 1.0, 0.0]	[0.3178598478963561, 0.31760906092323454, 0.0025078697312151963, 1.0, 0.0]	[0.37014152909322984, 0.3699075466432328, 0.002339824499970542, 1.0, 0.0]	[0.3710426204853884, 0.3707926770958623, 0.0024994338952612294, 1.0, 0.0]	[0.30765555183299814, 0.30743484245127306, 0.0022070938172508363, 1.0, 0.0]	[0.3006162718165611, 0.3002789926031575, 0.0033727921340359845, 1.0, 0.0]	[0.30168183939321624, 0.30126454353092913, 0.004172958622871008, 1.0, 0.0]	[0.3082062107806161, 0.30797824110565425, 0.002279696749618721, 1.0, 0.0]
800	[0.3053954400535735, 0.3052071501411931, 0.0018828991238037792, 1.0, 0.0]	[0.308752585572041, 0.30852106150535996, 0.0023152406668102248, 1.0, 0.0]	[0.2980771353738529, 0.2977626002658173, 0.0031453510803559435, 1.0, 0.0]	[0.3151063204731004, 0.3148690541349281, 0.002372663381722948, 1.0, 0.0]	[0.3701203937317713, 0.3698932437069369, 0.0022715002483441366, 1.0, 0.0]	[0.36914969199000397, 0.36890727239938836, 0.0024241959061560986, 1.0, 0.0]	[0.3066585728343883, 0.30645262408057383, 0.0020594875381444483, 1.0, 0.0]	[0.2997964658397844, 0.2994725334880203, 0.0032393235176413106, 1.0, 0.0]	[0.3004958381948815, 0.3001057342475384, 0.0039010394734314098, 1.0, 0.0]	[0.30687765057446276, 0.30666518971396567, 0.002124608604970984, 1.0, 0.0]
900	[0.3046643982351299, 0.3044815998563304, 0.0018279837879952043, 1.0, 0.0]	[0.3074149867627149, 0.307199253620706, 0.0021573314200892205, 1.0, 0.0]	[0.29755659224691045, 0.2972566181380565, 0.00299974108853963, 1.0, 0.0]	[0.3122800907611435, 0.3120534485227536, 0.0022664223838990737, 1.0, 0.0]	[0.3658084529334901, 0.36558775122896486, 0.0022070170452526483, 1.0, 0.0]	[0.36411513781378113, 0.3638773712257703, 0.002377665880108243, 1.0, 0.0]	[0.30592018715779, 0.3057266165105542, 0.0019357064723580187, 1.0, 0.0]	[0.29921800201256493, 0.2989077111778374, 0.0031029083472757283, 1.0, 0.0]	[0.2994881515278928, 0.2991195948749366, 0.0036855665295620886, 1.0, 0.0]	[0.3058712443111042, 0.3056706467932206, 0.0020059751788361175, 1.0, 0.0]
