	0	1	2	3	4	5	6	7	8	9
0	[0.9904498282319691, 0.9904498282319691, 1.3862689550839977, 0.2566666603088379, 0.0]	[0.9900833866558698, 0.9900833866558698, 1.3863129246810062, 0.22833333909511566, 0.0]	[0.9895302726166284, 0.9895302726166284, 1.3862495544652271, 0.2475000023841858, 0.0]	[0.9913902074776108, 0.9913902074776108, 1.3863670695414756, 0.25, 0.0]	[0.9911992749924948, 0.9911992749924948, 1.3862410349522296, 0.2566666603088379, 0.0]	[0.9906480605797452, 0.9906480605797452, 1.3863287859930025, 0.23666666448116302, 0.0]	[0.9907671626835537, 0.9907671626835537, 1.3863751162314812, 0.24250000715255737, 0.0]	[0.9903730450579982, 0.9903730450579982, 1.38631546096994, 0.25583332777023315, 0.0]	[0.9904492563416835, 0.9904492563416835, 1.3861998725194509, 0.2574999928474426, 0.0]	[0.9896444531596482, 0.9896444531596482, 1.386142169673196, 0.2658333480358124, 0.0]
100	[0.44445524632036937, 0.44445524632036937, 0.5272687352407439, 0.7941666841506958, 0.0]	[0.44626877501275136, 0.44626877501275136, 0.5368857403423656, 0.7908333539962769, 0.0]	[0.44778406816993005, 0.44778406816993005, 0.6259793152886668, 0.7950000166893005, 0.0]	[0.4433295897675632, 0.4433295897675632, 0.5871978532250997, 0.7200000286102295, 0.0]	[0.4422075921120844, 0.4422075921120844, 0.5694115466388274, 0.746666669845581, 0.0]	[0.43978626624767564, 0.43978626624767564, 0.48964766081311156, 0.8224999904632568, 0.0]	[0.44362257851988335, 0.44362257851988335, 0.5108392405674052, 0.8133333325386047, 0.0]	[0.44335017204922916, 0.44335017204922916, 0.5242702459453444, 0.8149999976158142, 0.0]	[0.443158038147709, 0.443158038147709, 0.559530798492168, 0.7766666412353516, 0.0]	[0.4443881369781058, 0.4443881369781058, 0.5741660364007675, 0.7983333468437195, 0.0]
200	[0.4413184842921577, 0.4413184842921577, 0.48195425208543063, 0.8208333253860474, 0.0]	[0.4439150229156086, 0.4439150229156086, 0.5580592820752649, 0.7916666865348816, 0.0]	[0.44131498710261985, 0.44131498710261985, 0.47913214550760924, 0.8133333325386047, 0.0]	[0.4416008328496587, 0.4416008328496587, 0.5585367742010783, 0.7616666555404663, 0.0]	[0.44020727470427806, 0.44020727470427806, 0.5431736767679742, 0.7766666412353516, 0.0]	[0.4387812182963736, 0.4387812182963736, 0.4677607721354347, 0.8241666555404663, 0.0]	[0.43994578797595524, 0.43994578797595524, 0.4889784155656131, 0.8166666626930237, 0.0]	[0.4390013312837093, 0.4390013312837093, 0.4702158180135742, 0.8266666531562805, 0.0]	[0.4424914862125354, 0.4424914862125354, 0.5436243572060658, 0.784166693687439, 0.0]	[0.4427936840364243, 0.4427936840364243, 0.5599991712255208, 0.7983333468437195, 0.0]
300	[0.4400696580982212, 0.4400696580982212, 0.4598610095869686, 0.8341666460037231, 0.0]	[0.4400314244011432, 0.4400314244011432, 0.5473932082282538, 0.7799999713897705, 0.0]	[0.4391685192837401, 0.4391685192837401, 0.468096091914186, 0.8191666603088379, 0.0]	[0.4399584683722531, 0.4399584683722531, 0.5299890679775189, 0.7791666388511658, 0.0]	[0.43910720005574483, 0.43910720005574483, 0.503664439813997, 0.8133333325386047, 0.0]	[0.4385849979970325, 0.4385849979970325, 0.4609684463258076, 0.8308333158493042, 0.0]	[0.43923749308375215, 0.43923749308375215, 0.47550105505727835, 0.8274999856948853, 0.0]	[0.4386133168270841, 0.4386133168270841, 0.46093079799848835, 0.82833331823349, 0.0]	[0.44225454010489984, 0.44225454010489984, 0.5389130372857005, 0.7933333516120911, 0.0]	[0.4418764875527243, 0.4418764875527243, 0.5558894452717724, 0.7991666793823242, 0.0]
400	[0.4395153440117989, 0.4395153440117989, 0.44833453448139476, 0.8341666460037231, 0.0]	[0.439179275427941, 0.439179275427941, 0.5147449595522967, 0.809166669845581, 0.0]	[0.4387442628076638, 0.4387442628076638, 0.46178117667365515, 0.8274999856948853, 0.0]	[0.4389114493544749, 0.4389114493544749, 0.4985479283848344, 0.8149999976158142, 0.0]	[0.4388302810711925, 0.4388302810711925, 0.4838417932029541, 0.8233333230018616, 0.0]	[0.438492271901341, 0.438492271901341, 0.4575901930300805, 0.82833331823349, 0.0]	[0.43893207597990536, 0.43893207597990536, 0.46775640602024, 0.8266666531562805, 0.0]	[0.4384891956829791, 0.4384891956829791, 0.45654198749060176, 0.8308333158493042, 0.0]	[0.4421227344447775, 0.4421227344447775, 0.536114425999949, 0.7933333516120911, 0.0]	[0.44137847292175947, 0.44137847292175947, 0.5519824113456194, 0.778333306312561, 0.0]
500	[0.4392194559494476, 0.4392194559494476, 0.441620133626607, 0.8316666483879089, 0.0]	[0.4388740504974881, 0.4388740504974881, 0.4986402821757753, 0.815833330154419, 0.0]	[0.4385918212636737, 0.4385918212636737, 0.4562541142643234, 0.8299999833106995, 0.0]	[0.43863908655052913, 0.43863908655052913, 0.48163676208068873, 0.8224999904632568, 0.0]	[0.43867193955771316, 0.43867193955771316, 0.4722729405887067, 0.824999988079071, 0.0]	[0.43843960730185233, 0.43843960730185233, 0.45452902439115017, 0.82833331823349, 0.0]	[0.438736302381102, 0.438736302381102, 0.46202613755193295, 0.8274999856948853, 0.0]	[0.43842831413650957, 0.43842831413650957, 0.4540288922045706, 0.8316666483879089, 0.0]	[0.44205213603652765, 0.44205213603652765, 0.5353404002312697, 0.7916666865348816, 0.0]	[0.4411866847452895, 0.4411866847452895, 0.5478803017767065, 0.7716666460037231, 0.0]
600	[0.43877706279197526, 0.43877706279197526, 0.44331363064779405, 0.8341666460037231, 0.0]	[0.43871739675458366, 0.43871739675458366, 0.4886125432128182, 0.8174999952316284, 0.0]	[0.43852510077665074, 0.43852510077665074, 0.45404103990430866, 0.8316666483879089, 0.0]	[0.438549993715771, 0.438549993715771, 0.4732564336273083, 0.8208333253860474, 0.0]	[0.43856309448695074, 0.43856309448695074, 0.46588199736401303, 0.8274999856948853, 0.0]	[0.4383947494226353, 0.4383947494226353, 0.45250389355392345, 0.8291666507720947, 0.0]	[0.43864169438502104, 0.43864169438502104, 0.45817476560975917, 0.8258333206176758, 0.0]	[0.43839619348016007, 0.43839619348016007, 0.45242004712244294, 0.8324999809265137, 0.0]	[0.44199456975398127, 0.44199456975398127, 0.5356966372324345, 0.7933333516120911, 0.0]	[0.4409155288994084, 0.4409155288994084, 0.54415810331934, 0.7708333134651184, 0.0]
700	[0.4385962438229922, 0.4385962438229922, 0.44619762309069594, 0.8341666460037231, 0.0]	[0.43857951951381313, 0.43857951951381313, 0.4807235786629324, 0.8208333253860474, 0.0]	[0.43845696394037076, 0.43845696394037076, 0.4526824163030189, 0.8324999809265137, 0.0]	[0.43848342229606085, 0.43848342229606085, 0.46793736562279453, 0.8233333230018616, 0.0]	[0.43849534131797285, 0.43849534131797285, 0.46144150804421513, 0.8241666555404663, 0.0]	[0.4383691381552946, 0.4383691381552946, 0.4512169296266666, 0.8274999856948853, 0.0]	[0.4385583444207924, 0.4385583444207924, 0.4556439929975625, 0.82833331823349, 0.0]	[0.4383633082684148, 0.4383633082684148, 0.45125188874952205, 0.8299999833106995, 0.0]	[0.4419521192976683, 0.4419521192976683, 0.5365440730413775, 0.7933333516120911, 0.0]	[0.44006390003383755, 0.44006390003383755, 0.5279216845070928, 0.7875000238418579, 0.0]
800	[0.4385326210344424, 0.4385326210344424, 0.44638405686695054, 0.8316666483879089, 0.0]	[0.43852299969901687, 0.43852299969901687, 0.4750287803961766, 0.8233333230018616, 0.0]	[0.43842138257025515, 0.43842138257025515, 0.45023936482309307, 0.8333333134651184, 0.0]	[0.43843763232466254, 0.43843763232466254, 0.46419652473126044, 0.8233333230018616, 0.0]	[0.4384636837965675, 0.4384636837965675, 0.458552004909377, 0.8291666507720947, 0.0]	[0.4383502059191748, 0.4383502059191748, 0.45043051890915403, 0.8291666507720947, 0.0]	[0.43851853004024344, 0.43851853004024344, 0.4538830301497224, 0.8274999856948853, 0.0]	[0.4383460410399343, 0.4383460410399343, 0.4504666320694819, 0.8308333158493042, 0.0]	[0.44189818236049166, 0.44189818236049166, 0.5377928410332284, 0.79666668176651, 0.0]	[0.43936306559763133, 0.43936306559763133, 0.5015071101020737, 0.8116666674613953, 0.0]
900	[0.43846881653398795, 0.43846881653398795, 0.4469531521326733, 0.8274999856948853, 0.0]	[0.43845292480660214, 0.43845292480660214, 0.4699849944159333, 0.8258333206176758, 0.0]	[0.4383944591869411, 0.4383944591869411, 0.44912302423158335, 0.8316666483879089, 0.0]	[0.43840479178947384, 0.43840479178947384, 0.460051498106643, 0.8266666531562805, 0.0]	[0.43843195082718667, 0.43843195082718667, 0.45643899034417984, 0.8291666507720947, 0.0]	[0.4383317123147374, 0.4383317123147374, 0.4498830664429556, 0.8291666507720947, 0.0]	[0.4384997238246424, 0.4384997238246424, 0.45259509613056326, 0.8274999856948853, 0.0]	[0.43833191455104814, 0.43833191455104814, 0.44983384044982083, 0.8324999809265137, 0.0]	[0.4418543016435666, 0.4418543016435666, 0.539291042750154, 0.7975000143051147, 0.0]	[0.43911403355030376, 0.43911403355030376, 0.4883281791934338, 0.8174999952316284, 0.0]
