Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
ATP2B4_real_train_fold1	0.00E+00	1.74E-04	1.24E-03	0.00E+00	1.12E-03
ATP2B4_real_train_fold1.1	7.38E-04	2.40E-04	7.73E-04	7.59E-04	6.06E-04
EXO1_real_train_fold1	4.53E-04	9.81E-04	1.89E-61	6.55E-04	9.44E-05
MLH1_real_train_fold1	0.00E+00	1.48E-03	0.00E+00	3.30E-04	3.74E-95
MSH6_real_train_fold1	0.00E+00	1.41E-03	0.00E+00	2.61E-04	1.47E-04
MSH6_real_train_fold1.1	0.00E+00	1.37E-03	0.00E+00	2.48E-04	1.67E-04
MSH6_real_train_fold1.2	0.00E+00	1.40E-03	2.85E-04	2.48E-04	1.63E-04
OGG1_real_train_fold1	0.00E+00	0.00E+00	8.19E-04	1.05E-03	3.65E-04
PMS1_real_train_fold1	0.00E+00	4.84E-02	1.02E-03	1.33E-03	5.09E-04
PMS2_real_train_fold1	6.60E-04	1.02E-03	0.00E+00	0.00E+00	3.03E-04
RNF168_real_train_fold1	1.96E-04	2.26E-04	4.63E-04	5.25E-155	4.92E-04
UNG_real_train_fold1	4.19E-04	3.40E-45	9.84E-04	1.71E-03	3.00E-03
ATP2B4_dirichlet_train_fold1	0.00E+00	2.48E-04	8.10E-04	5.32E-04	6.22E-04
ATP2B4_dirichlet_train_fold1.1	9.77E-49	4.43E-04	1.00E-03	1.17E-03	3.91E-130
ATP2B4_dirichlet_train_fold1.2	1.19E-03	0.00E+00	1.24E-03	2.57E-16	0.00E+00
ATP2B4_dirichlet_train_fold1.3	0.00E+00	2.25E-03	3.55E-03	5.87E-03	0.00E+00
ATP2B4_dirichlet_train_fold1.4	7.93E-04	2.30E-04	9.56E-04	0.00E+00	8.54E-04
ATP2B4_dirichlet_train_fold1.5	8.46E-04	2.78E-04	7.82E-04	6.25E-04	1.30E-04
ATP2B4_dirichlet_train_fold1.6	8.51E-04	3.04E-04	1.11E-03	0.00E+00	9.19E-04
ATP2B4_dirichlet_train_fold1.7	3.69E-56	0.00E+00	7.36E-04	4.03E-04	2.74E-04
ATP2B4_dirichlet_train_fold1.8	1.26E-03	1.53E-112	1.28E-03	0.00E+00	0.00E+00
ATP2B4_dirichlet_train_fold1.9	6.56E-04	0.00E+00	8.75E-04	1.72E-143	8.61E-04
ATP2B4_dirichlet_train_fold1.10	0.00E+00	0.00E+00	1.25E-03	0.00E+00	1.18E-03
ATP2B4_dirichlet_train_fold1.11	0.00E+00	1.82E-04	1.04E-03	2.02E-122	1.02E-03
ATP2B4_dirichlet_train_fold1.12	0.00E+00	1.58E-03	4.49E-03	7.43E-03	0.00E+00
ATP2B4_dirichlet_train_fold1.13	0.00E+00	1.84E-94	7.46E-04	4.57E-04	6.21E-04
ATP2B4_dirichlet_train_fold1.14	0.00E+00	0.00E+00	1.11E-03	0.00E+00	1.03E-03
ATP2B4_dirichlet_train_fold1.15	6.58E-04	2.61E-06	9.11E-04	0.00E+00	8.60E-04
ATP2B4_dirichlet_train_fold1.16	0.00E+00	1.37E-03	1.91E-03	3.27E-03	6.82E-04
ATP2B4_dirichlet_train_fold1.17	1.62E-125	1.79E-04	1.09E-03	0.00E+00	1.01E-03
ATP2B4_dirichlet_train_fold1.18	0.00E+00	1.88E-04	1.00E-03	0.00E+00	0.00E+00
ATP2B4_dirichlet_train_fold1.19	0.00E+00	2.01E-04	2.13E-03	0.00E+00	1.69E-03
