NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.648	64.78	0.105	48.606	0.519	0.788	15000.0
2	0.648	64.781	0.105	48.607	0.527	0.788	15000.0
3	0.654	65.426	0.105	49.002	0.543	0.782	15000.0
4	0.648	64.779	0.105	48.606	0.517	0.788	15000.0
5	0.648	64.779	0.105	48.606	0.517	0.788	15000.0
6	0.648	64.779	0.105	48.606	0.518	0.788	15000.0
7	0.648	64.78	0.105	48.605	0.532	0.788	15000.0
8	0.648	64.779	0.105	48.606	0.518	0.788	15000.0
9	0.648	64.779	0.105	48.606	0.519	0.788	15000.0
10	0.648	64.779	0.105	48.606	0.517	0.788	15000.0
