Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.905	0.404	40.4%	0.059	47.298%	0.14152	0.783
OGG1_0_real_train1	0.9999999999999968	0.999	0.14	14.0%	0.021	5.198%	0.0641	0.999
RNF168_0_real_train1	0.9999999999999989	0.903	0.463	46.3%	0.064	44.068%	0.18885	0.81
UNG_0_real_train1	0.9999999999999982	0.964	0.325	32.5%	0.054	26.919%	0.14806	0.951
ATP2B4_0_real_train1	0.9999999999999971	0.978	0.36	36.0%	0.051	21.111%	0.17807	0.973
ATP2B4_1_real_train1	0.9999999999999967	0.983	0.378	37.8%	0.057	20.399%	0.16594	0.981
MLH1_0_real_train1	0.9999999999999964	0.99	0.156	15.6%	0.026	13.682%	0.02746	0.987
MSH2_0_real_train1	0.999999999999996	0.993	0.142	14.2%	0.023	12.209%	0.03021	0.99
MSH6_0_real_train1	0.9999999999999951	0.992	0.141	14.1%	0.023	12.525%	0.02535	0.989
MSH6_1_real_train1	0.9999999999999969	0.991	0.157	15.7%	0.024	12.911%	0.03892	0.988
PMS1_0_real_train1	0.9999999999999964	0.981	0.269	26.9%	0.045	19.567%	0.10632	0.977
PMS2_0_real_train1	0.9999999999999952	0.975	0.206	20.6%	0.036	22.345%	0.04432	0.957
EXO1_0_multinomial_train1	0.999999999999996	0.885	0.453	45.3%	0.065	51.226%	0.16284	0.734
EXO1_0_multinomial_train1.1	0.9999999999999966	0.893	0.426	42.6%	0.063	49.883%	0.17071	0.754
EXO1_0_multinomial_train1.2	0.9999999999999962	0.879	0.453	45.3%	0.066	52.014%	0.17294	0.714
EXO1_0_multinomial_train1.3	0.9999999999999962	0.883	0.487	48.7%	0.067	50.348%	0.19777	0.742
EXO1_0_multinomial_train1.4	0.9999999999999961	0.85	0.511	51.1%	0.074	58.181%	0.21068	0.646
EXO1_0_multinomial_train1.5	0.9999999999999962	0.887	0.436	43.6%	0.065	50.227%	0.17898	0.744
EXO1_0_multinomial_train1.6	0.9999999999999959	0.883	0.473	47.3%	0.066	51.923%	0.19479	0.727
EXO1_0_multinomial_train1.7	0.9999999999999962	0.863	0.486	48.6%	0.07	55.671%	0.20682	0.674
EXO1_0_multinomial_train1.8	0.9999999999999964	0.889	0.436	43.6%	0.064	49.941%	0.15954	0.738
EXO1_0_multinomial_train1.9	0.9999999999999958	0.866	0.508	50.8%	0.07	53.372%	0.21211	0.689
EXO1_0_multinomial_train1.10	0.9999999999999962	0.881	0.479	47.9%	0.067	51.254%	0.18696	0.732
EXO1_0_multinomial_train1.11	0.9999999999999961	0.891	0.452	45.2%	0.065	51.107%	0.17196	0.757
EXO1_0_multinomial_train1.12	0.9999999999999959	0.883	0.46	46.0%	0.067	52.389%	0.19054	0.736
EXO1_0_multinomial_train1.13	0.9999999999999958	0.869	0.483	48.3%	0.069	54.446%	0.195	0.693
EXO1_0_multinomial_train1.14	0.9999999999999958	0.86	0.49	49.0%	0.071	55.342%	0.21104	0.671
EXO1_0_multinomial_train1.15	0.9999999999999959	0.896	0.419	41.9%	0.062	49.21%	0.17979	0.757
EXO1_0_multinomial_train1.16	0.9999999999999967	0.882	0.463	46.3%	0.065	50.997%	0.17756	0.722
EXO1_0_multinomial_train1.17	0.999999999999996	0.894	0.415	41.5%	0.062	48.616%	0.16802	0.748
EXO1_0_multinomial_train1.18	0.999999999999996	0.88	0.471	47.1%	0.067	52.483%	0.19535	0.732
EXO1_0_multinomial_train1.19	0.9999999999999959	0.882	0.454	45.4%	0.066	50.964%	0.17989	0.723
EXO1_0_multinomial_train1.20	0.999999999999996	0.887	0.466	46.6%	0.064	50.477%	0.1747	0.739
EXO1_0_multinomial_train1.21	0.9999999999999963	0.875	0.458	45.8%	0.067	53.437%	0.19328	0.699
EXO1_0_multinomial_train1.22	0.999999999999996	0.906	0.425	42.5%	0.06	46.118%	0.16325	0.791
EXO1_0_multinomial_train1.23	0.9999999999999962	0.856	0.502	50.2%	0.074	57.759%	0.2001	0.676
EXO1_0_multinomial_train1.24	0.9999999999999958	0.891	0.442	44.2%	0.063	48.921%	0.17808	0.748
EXO1_0_multinomial_train1.25	0.9999999999999964	0.892	0.455	45.5%	0.063	49.653%	0.18016	0.748
EXO1_0_multinomial_train1.26	0.9999999999999962	0.898	0.398	39.8%	0.061	47.468%	0.14953	0.766
EXO1_0_multinomial_train1.27	0.9999999999999962	0.886	0.439	43.9%	0.064	51.453%	0.19108	0.732
EXO1_0_multinomial_train1.28	0.9999999999999962	0.896	0.418	41.8%	0.063	47.099%	0.1683	0.765
EXO1_0_multinomial_train1.29	0.999999999999996	0.884	0.456	45.6%	0.065	50.856%	0.17778	0.723
EXO1_0_multinomial_train1.30	0.9999999999999963	0.886	0.446	44.6%	0.064	50.888%	0.17494	0.73
EXO1_0_multinomial_train1.31	0.9999999999999959	0.874	0.47	47.0%	0.068	53.921%	0.18691	0.699
EXO1_0_multinomial_train1.32	0.999999999999996	0.855	0.508	50.8%	0.073	55.091%	0.20703	0.668
EXO1_0_multinomial_train1.33	0.9999999999999966	0.887	0.457	45.7%	0.065	48.74%	0.1801	0.744
