Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	7.52E-03	0.00E+00	2.27E-135	8.14E-03	2.32E-114
OGG1_0_real_train1	0.00E+00	3.20E-03	4.30E-72	1.94E-02	1.50E-02
RNF168_0_real_train1	2.87E-03	0.00E+00	7.23E-03	7.38E-03	4.07E-03
UNG_0_real_train1	6.42E-02	5.17E-02	8.54E-04	1.24E-01	2.82E-02
ATP2B4_0_real_train1	4.88E-03	5.52E-03	4.77E-03	1.01E-02	2.20E-36
ATP2B4_1_real_train1	7.13E-111	3.73E-03	7.94E-03	6.30E-03	5.99E-03
MLH1_0_real_train1	0.00E+00	3.75E-03	0.00E+00	2.66E-03	1.53E-03
MSH2_0_real_train1	0.00E+00	1.50E-03	9.58E-98	8.24E-04	9.35E-122
MSH6_0_real_train1	0.00E+00	5.14E-03	4.85E-17	5.27E-03	1.40E-03
MSH6_1_real_train1	0.00E+00	2.70E-03	1.54E-03	0.00E+00	1.90E-03
PMS1_0_real_train1	0.00E+00	6.73E-02	4.60E-02	9.76E-02	1.63E-02
PMS2_0_real_train1	2.86E-02	3.51E-03	0.00E+00	1.33E-02	1.23E-03
EXO1_0_multinomial_train1	5.93E-03	0.00E+00	2.35E-67	5.70E-03	8.53E-04
RNF168_0_multinomial_train1	1.57E-03	0.00E+00	1.79E-03	2.91E-03	1.01E-03
RNF168_0_multinomial_train1.1	3.49E-03	0.00E+00	3.96E-03	4.48E-03	3.93E-03
EXO1_0_multinomial_train1.1	4.86E-03	5.07E-03	8.68E-91	2.02E-03	1.43E-03
RNF168_0_multinomial_train1.2	5.53E-03	0.00E+00	3.21E-03	6.07E-03	3.19E-03
RNF168_0_multinomial_train1.3	6.56E-03	0.00E+00	1.03E-02	1.47E-02	3.95E-03
RNF168_0_multinomial_train1.4	2.83E-03	1.14E-135	8.98E-03	4.30E-03	5.62E-03
RNF168_0_multinomial_train1.5	1.05E-02	0.00E+00	6.38E-04	1.14E-02	0.00E+00
RNF168_0_multinomial_train1.6	1.62E-02	0.00E+00	2.99E-03	1.83E-02	6.07E-04
RNF168_0_multinomial_train1.7	9.35E-03	0.00E+00	1.76E-74	1.13E-02	1.39E-04
RNF168_0_multinomial_train1.8	2.74E-03	0.00E+00	1.23E-02	2.56E-44	8.82E-03
EXO1_0_multinomial_train1.2	9.87E-03	0.00E+00	0.00E+00	1.05E-02	0.00E+00
EXO1_0_multinomial_train1.3	1.24E-03	2.97E-137	0.00E+00	0.00E+00	1.98E-03
RNF168_0_multinomial_train1.9	2.20E-03	0.00E+00	1.84E-03	2.93E-03	5.44E-04
EXO1_0_multinomial_train1.4	8.28E-03	0.00E+00	0.00E+00	8.43E-03	0.00E+00
EXO1_0_multinomial_train1.5	7.44E-03	3.22E-99	3.83E-126	8.27E-03	5.06E-36
EXO1_0_multinomial_train1.6	9.33E-03	0.00E+00	0.00E+00	9.77E-03	0.00E+00
EXO1_0_multinomial_train1.7	7.37E-03	1.23E-129	0.00E+00	7.81E-03	4.69E-137
EXO1_0_multinomial_train1.8	1.09E-02	0.00E+00	0.00E+00	1.20E-02	0.00E+00
RNF168_0_multinomial_train1.10	8.77E-03	0.00E+00	1.16E-02	9.58E-03	7.74E-03
EXO1_0_multinomial_train1.9	3.63E-04	2.24E-03	0.00E+00	0.00E+00	0.00E+00
RNF168_0_multinomial_train1.11	1.05E-02	0.00E+00	2.33E-03	1.44E-02	2.11E-162
RNF168_0_multinomial_train1.12	1.87E-03	7.44E-04	5.58E-03	3.50E-03	3.73E-03
EXO1_0_multinomial_train1.10	5.89E-03	2.16E-09	0.00E+00	5.76E-03	0.00E+00
EXO1_0_multinomial_train1.11	1.02E-02	4.52E-70	5.58E-111	1.12E-02	0.00E+00
RNF168_0_multinomial_train1.13	3.19E-03	9.62E-03	2.71E-03	0.00E+00	2.90E-03
RNF168_0_multinomial_train1.14	1.36E-03	0.00E+00	4.09E-03	4.99E-03	2.24E-03
RNF168_0_multinomial_train1.15	1.12E-02	7.31E-117	2.39E-34	1.30E-02	2.14E-04
RNF168_0_multinomial_train1.16	9.40E-04	0.00E+00	7.32E-03	3.28E-03	6.56E-03
EXO1_0_multinomial_train1.12	6.56E-03	0.00E+00	9.00E-52	5.29E-03	2.43E-03
RNF168_0_multinomial_train1.17	5.64E-03	0.00E+00	4.36E-03	6.10E-03	1.48E-03
EXO1_0_multinomial_train1.13	7.02E-03	0.00E+00	1.65E-03	6.64E-03	1.99E-03
RNF168_0_multinomial_train1.18	4.97E-03	0.00E+00	2.57E-03	1.31E-02	6.77E-03
EXO1_0_multinomial_train1.14	8.06E-03	0.00E+00	6.09E-149	8.72E-03	2.22E-30
RNF168_0_multinomial_train1.19	6.09E-04	0.00E+00	2.27E-52	0.00E+00	2.14E-03
RNF168_0_multinomial_train1.20	9.64E-03	0.00E+00	0.00E+00	9.72E-03	0.00E+00
EXO1_0_multinomial_train1.15	9.53E-03	0.00E+00	6.36E-100	1.03E-02	0.00E+00
RNF168_0_multinomial_train1.21	9.26E-03	0.00E+00	7.01E-03	9.99E-03	4.92E-03
RNF168_0_multinomial_train1.22	1.85E-03	0.00E+00	3.25E-03	3.69E-03	5.51E-03
EXO1_0_multinomial_train1.16	1.11E-02	0.00E+00	0.00E+00	1.14E-02	0.00E+00
EXO1_0_multinomial_train1.17	5.43E-03	1.61E-39	0.00E+00	5.85E-03	0.00E+00
RNF168_0_multinomial_train1.23	4.20E-03	0.00E+00	0.00E+00	3.67E-03	1.94E-03
EXO1_0_multinomial_train1.18	1.18E-02	0.00E+00	2.89E-89	1.26E-02	0.00E+00
RNF168_0_multinomial_train1.24	1.94E-03	0.00E+00	2.83E-03	1.11E-03	1.03E-90
RNF168_0_multinomial_train1.25	1.97E-03	0.00E+00	8.60E-03	6.88E-03	2.54E-103
RNF168_0_multinomial_train1.26	7.33E-03	0.00E+00	7.88E-04	9.55E-03	1.39E-07
RNF168_0_multinomial_train1.27	1.08E-03	0.00E+00	1.25E-02	5.26E-03	7.27E-03
RNF168_0_multinomial_train1.28	3.41E-03	0.00E+00	5.11E-04	5.59E-03	2.17E-04
EXO1_0_multinomial_train1.19	8.75E-03	3.00E-04	0.00E+00	9.04E-03	0.00E+00
RNF168_0_multinomial_train1.29	9.28E-03	0.00E+00	2.34E-03	1.39E-02	6.47E-17
