Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
OGG1_boot	0.0063006571231295615	0.7868330241517763	1.44e-321	3.2e-322	0.05485101370594078	2.54e-321	0.15201530501915342
OGG1_boot.1	4.99e-321	0.5137918163184864	1.0559630650043138e-08	1.819528805000247e-271	0.050113208320538345	0.02107486084778483	0.4150201039535599
OGG1_boot.2	3.11e-321	0.7517921202279298	0.02787434913239533	0.04081587729681241	0.030688047652650367	0.010564730490524412	0.13826487519968764
OGG1_boot.3	2.446e-321	0.6652496613552693	1.5059206458918022e-155	0.06648428494756796	0.060300512844236785	3.864557374807447e-135	0.20796554085292596
OGG1_boot.4	6.054474840111512e-179	0.7152010210013751	0.015995830857612095	0.12703976733042674	0.04950049432419923	0.015226584564344673	0.07703630192204201
OGG1_boot.5	0.025654465187893955	0.6421596853259457	8.4e-322	7.4e-322	0.04372563236128302	0.009773061903851804	0.27868715522102566
OGG1_boot.6	0.0202156937286341	0.6823172293260872	0.029665740211225863	3.2747138261967896e-113	0.05089703412257165	0.007522360096657599	0.2093819425148236
OGG1_boot.7	0.005402993114980098	0.6658697652681933	0.0036028466856594713	0.010237521699445523	0.0560957168923747	0.007517094647607813	0.25127406169173927
OGG1_boot.8	4.437e-321	0.7192940159906434	9.322645169345481e-98	0.0649923405591017	0.0689074506852863	1.6156866469981883e-237	0.1468061927649687
OGG1_boot.9	5.697e-321	0.615436733075514	0.018155453625389936	0.08156244587450077	0.04620434075966686	0.02935547333422897	0.20928555333069926
OGG1_boot.10	1.4029990260659487e-202	0.5732864154671872	3.5819260101441485e-104	0.042436500252898836	0.02086172642387015	5.36e-321	0.36341535785604373
OGG1_boot.11	7.067037661503734e-294	0.6510625689705994	0.023777027790566	0.12160236675028033	0.012987913403377257	8.130024142034853e-18	0.19057012308517698
OGG1_boot.12	6.557597110267613e-117	0.6919583344530619	0.004611849963003335	0.01561899907687803	0.04791027469583848	0.012699397651111348	0.22720114416010684
OGG1_boot.13	1.4593219232527726e-127	0.5882074480025256	0.03515291268764474	1.0363206116644165e-200	0.04260468308008307	0.0028827336727842265	0.3311522225569624
OGG1_boot.14	0.01664401645846553	0.5729210055854251	1.6622945727911083e-77	0.08086525220743346	0.057335020934823996	4.45e-321	0.27223470481385176
OGG1_boot.15	4.5e-321	0.6555761717212941	0.016213073146770948	0.12436797385407014	0.04622638865009612	0.009568080846066033	0.1480483117817027
OGG1_boot.16	0.0010165400388717947	0.6143780907682463	8.45e-322	4.15e-322	0.024392543186271945	0.03849030893650515	0.32172251707010474
OGG1_boot.17	1.69e-321	0.6645587425736056	0.00039926328032648654	0.08105400620905366	0.06282763540239907	0.03112968315916178	0.16003066937545343
OGG1_boot.18	2.263e-321	0.5601972711465586	1.166e-321	0.12236082394645396	0.0388499989486936	0.02066457203925458	0.25792733391903927
OGG1_boot.19	6.780563475801526e-248	0.6420092104890593	2.9749180286152734e-101	0.12106329404202189	0.03400663025886598	0.035376268867472305	0.16754459634258057
OGG1_boot.20	0.021197099660406647	0.6476049930596769	0.0028254187001835094	0.07302914961786333	0.043889875415698436	1.0328924483337957e-72	0.21145346354617112
OGG1_boot.21	1.4852664677323352e-280	0.7802893258010427	0.021951617510188894	9.401884037497286e-67	0.03036322449074562	0.008947795500802628	0.15844803669722032
OGG1_boot.22	0.02982752472319736	0.639967661654167	1.517556049012178e-11	0.10590723996862532	0.0757879774413801	5.848043058964463e-198	0.14850959619745469
OGG1_boot.23	6.0316150993942e-274	0.7257946028703776	0.0035867902353014882	0.039322419680880225	0.0611622600525142	0.011502187600272513	0.158631739560654
OGG1_boot.24	0.06464200368088042	0.6479733549651121	8.432712286381132e-257	0.03437756012328439	0.07170556558066757	0.023960836941742412	0.157340678708313
OGG1_boot.25	4.4e-321	0.6914418668770737	1.0347602164350591e-06	0.06764123828442481	0.0760861865412202	0.016709453647489422	0.14812021988957544
OGG1_boot.26	3.715e-321	0.7694651088698962	2.23e-321	0.10462195570875586	0.08108564516580419	4.496e-321	0.044827290255543925
OGG1_boot.27	2.34e-321	0.5639351021300394	6.135492431556592e-108	0.06563327487414261	0.02260262250246123	0.012995271770900377	0.3348337287224565
OGG1_boot.28	0.0643508894625395	0.8142963378909371	0.005503367457554889	0.03801590484242677	0.04719330850443534	6.25e-321	0.03064019184210617
OGG1_boot.29	3.88e-321	0.7058766229571594	0.03303635170465474	0.002592621263325034	0.045317434940566954	0.02268314978480126	0.1904938193494928
OGG1_boot.30	1.23e-321	0.6393010098858323	0.01804686001776673	7.07e-322	0.049917615483835526	5.99e-321	0.29273451461256544
OGG1_boot.31	3.74e-321	0.6414292045951666	0.016063890502990907	0.03468360586318552	0.01891836702280284	0.02322937789412501	0.2656755541217289
OGG1_boot.32	3.17e-321	0.6242453463208273	3.2723982824451213e-103	0.09579074448962571	0.03243229417047697	0.01809612522785595	0.2294354897912139
OGG1_boot.33	3.08e-321	0.667763821786729	0.01698333439709933	0.05747028349497628	0.03393283163557819	0.016828512720367655	0.20702121596524958
OGG1_boot.34	5.22e-321	0.7084223653211325	0.020131093375019286	0.07574069940630067	0.0346787599874283	0.013019886174194766	0.14800719573592439
OGG1_boot.35	7.919222199373362e-106	0.695690788132392	1.2744427354351265e-276	0.07385254983894364	0.030782103908264583	0.03484137987783412	0.16483317824256552
OGG1_boot.36	0.014239844255828707	0.6961059438410542	0.019563166592647754	0.03458817008096766	0.02195377217734901	0.0031578807628655633	0.21039122228928694
OGG1_boot.37	1.873e-321	0.5881444062203751	0.007071447276763952	0.07220826849039257	0.044750977872290175	4.314314750849688e-36	0.2878249001401783
OGG1_boot.38	2.727e-321	0.6291358043256865	0.027771520911347887	0.004610322266263273	0.01598547125985628	0.0058272509878866605	0.31666963024895933
OGG1_boot.39	5.5e-322	0.618564525424335	1.784e-321	0.13345409882681553	0.041308228520455015	0.015869194970935974	0.19080395225745855
OGG1_boot.40	2.58e-321	0.5742962634573715	0.016445419493018518	1.505639639784921e-43	0.05057463156012919	0.025392141936129837	0.333291543553351
OGG1_boot.41	2.5063530739605943e-175	0.6971569656638636	0.0026505604830680757	0.012878341689498777	0.06775339776765908	0.02265168501074651	0.19690904938516385
OGG1_boot.42	6.321400765230713e-05	0.5993278160588288	6.796136779230224e-122	0.07458765672686382	0.044996434024318376	3.206e-321	0.2810248791823367
OGG1_boot.43	1.823e-321	0.7209457910900745	0.0012870097603515272	0.0906151965864472	0.016884434244559945	0.03275040566424299	0.13751716265432354
OGG1_boot.44	3.715e-321	0.570178546494769	1.2270373552995085e-136	0.0759953201247813	0.030265098526616577	6.128428225994694e-185	0.3235610348538332
OGG1_boot.45	4.743e-321	0.6212724443251638	5.410219408190977e-105	0.029731660786439466	0.052180968589854784	0.004863064249199941	0.2919518620493419
OGG1_boot.46	6.700851500604346e-235	0.6679045826921091	0.06456204221174498	0.05523241065858248	0.020490254529992785	0.026551887468785583	0.16525882243878506
OGG1_boot.47	1.508450312896893e-136	0.687325007474933	0.04681857453829834	0.06232576613642024	2.163086689836637e-23	0.029411888806930946	0.17411876304341753
OGG1_boot.48	0.02940110546774325	0.6865131897071755	0.06380283828261737	0.016390296200700642	0.013698718270093882	0.014400957877395384	0.17579289419427416
OGG1_boot.49	0.029094653050832028	0.6898924273405775	0.033412381687251885	0.09593898743356519	1.266111684470636e-238	0.020925712394842613	0.1307358380929306
OGG1_boot.50	0.025343056092405118	0.7185699562358354	0.015317902599523085	2.7649990727986e-53	0.009071582782240373	0.020986723375545396	0.21071077891445048
