NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.391	39.112	0.06	29.308	0.245	0.917	15000.0
2	0.391	39.114	0.06	29.31	0.255	0.917	15000.0
3	0.391	39.113	0.06	29.307	0.25	0.917	15000.0
4	0.391	39.113	0.06	29.307	0.246	0.917	15000.0
5	0.391	39.113	0.06	29.309	0.252	0.917	15000.0
6	0.391	39.117	0.06	29.315	0.25	0.917	15000.0
7	0.391	39.112	0.06	29.307	0.246	0.917	15000.0
8	0.391	39.112	0.06	29.306	0.247	0.917	15000.0
9	0.391	39.115	0.06	29.31	0.246	0.917	15000.0
10	0.391	39.115	0.06	29.308	0.247	0.917	15000.0
