	0	1	2	3	4	5	6	7	8	9
0	[656.5029014868932, 11.893892637325724, 6446.090088495674, 0.1307142823934555, 0.0]	[656.5014328434196, 11.888277980503213, 6446.131548629164, 0.11392857134342194, 0.0]	[656.4463316494734, 11.894190858638703, 6445.521407908347, 0.12071428447961807, 0.0]	[656.4309431111477, 11.887744935197482, 6445.4319817595015, 0.10499999672174454, 0.0]	[656.5742061203309, 11.890407897909443, 6446.837982224215, 0.13535714149475098, 0.0]	[656.4990340610678, 11.884339029263579, 6446.1469503180415, 0.10642857104539871, 0.0]	[656.5803320454493, 11.887155822079734, 6446.931762233695, 0.09607142955064774, 0.0]	[656.6555659857017, 11.892490054571661, 6447.6307593113, 0.13535714149475098, 0.0]	[656.6492485699288, 11.886012292782036, 6447.632362771466, 0.11821428686380386, 0.0]	[656.451376643643, 11.876630619370335, 6445.747460242726, 0.10607142746448517, 0.0]
100	[75.75041418141386, 3.7625876593723735, 719.8782652204148, 0.8928571343421936, 0.0]	[53.24668410192644, 3.6926507974121727, 495.5403330451427, 0.9285714030265808, 0.0]	[10.273964629254928, 3.22638917050011, 70.47575458754818, 1.0, 0.0]	[52.220388322166535, 3.9619999030093798, 482.58388419157154, 0.9285714030265808, 0.0]	[78.61231692961535, 4.943424591842696, 736.6889233777264, 0.8928571343421936, 0.0]	[9.30180382267951, 3.486568362727049, 58.152354599524614, 1.0, 0.0]	[76.78834964225285, 4.6492657576370595, 721.390838846158, 0.8928571343421936, 0.0]	[76.05747255315177, 4.3044931103739685, 717.5297944277779, 0.8928571343421936, 0.0]	[9.218431889955514, 4.466799696014236, 47.516321939412784, 1.0, 0.0]	[53.82563616260445, 4.488672771370211, 493.36963391234235, 0.9285714030265808, 0.0]
200	[73.99239878890474, 3.6568542207328316, 703.3554456817191, 0.8928571343421936, 0.0]	[51.43108608828278, 3.3531338868855465, 480.7795220139723, 0.9285714030265808, 0.0]	[6.022753849057397, 2.9877686803531525, 30.34985168704244, 1.0, 0.0]	[51.10871465253323, 3.875741328777933, 472.32973323755294, 0.9285714030265808, 0.0]	[75.61115553459075, 4.323083221261054, 712.8807231332969, 0.8928571343421936, 0.0]	[6.265944497007104, 3.155616296954023, 31.10328200053081, 1.0, 0.0]	[75.21701378011164, 4.038628548691257, 711.7838523142038, 0.8928571343421936, 0.0]	[74.57756922386606, 4.203011359638131, 703.7455786422794, 0.8928571343421936, 0.0]	[6.312210959710599, 3.4205461586735577, 28.916648010370416, 1.0, 0.0]	[51.743053141389794, 3.9423793535946965, 478.00673787795097, 0.9285714030265808, 0.0]
300	[73.5689018762728, 3.6293042593695133, 699.3959761690328, 0.8928571343421936, 0.0]	[50.69161578506103, 3.2881607977914835, 474.03454987269544, 0.9285714030265808, 0.0]	[5.042189886637706, 2.899150895225958, 21.430389914117477, 1.0, 0.0]	[50.76447407275212, 3.8424543969416174, 469.22019675810503, 0.9285714030265808, 0.0]	[74.82488284762796, 4.161066022498564, 706.638168251294, 0.8928571343421936, 0.0]	[5.278057798740637, 3.032497444578122, 22.455603541625145, 1.0, 0.0]	[74.59772301344485, 3.798555330389759, 707.9916768305509, 0.8928571343421936, 0.0]	[74.18049009017346, 4.171165516216213, 700.0932457395724, 0.8928571343421936, 0.0]	[5.324831077460901, 3.148766731242306, 21.760643462185946, 1.0, 0.0]	[51.14908660773449, 3.883495676690299, 472.65590931044187, 0.9285714030265808, 0.0]
400	[73.38010973927747, 3.606486451811746, 697.7362328746573, 0.8928571343421936, 0.0]	[50.32423432755861, 3.2496170830066595, 470.74617244551945, 0.9285714030265808, 0.0]	[4.548437117170166, 2.846293278630111, 17.021438385400547, 1.0, 0.0]	[50.60419049278011, 3.8245395493660945, 467.79650943414015, 0.9285714030265808, 0.0]	[74.47163965632245, 4.083860678013621, 703.8777897830882, 0.8928571343421936, 0.0]	[4.7438403278207275, 2.9740756395267853, 17.697646882939416, 1.0, 0.0]	[74.11676332969841, 3.702107900327278, 704.1465542937113, 0.8928571343421936, 0.0]	[73.99827907134052, 4.153157200635154, 698.4512187070536, 0.8928571343421936, 0.0]	[4.872885326914439, 3.0444619580774823, 18.284233688369568, 1.0, 0.0]	[50.86262340392462, 3.8541958826194267, 470.0842752130519, 0.9285714030265808, 0.0]
500	[73.28239346808742, 3.5962143791524617, 696.8617908893495, 0.8928571343421936, 0.0]	[50.11690579503029, 3.231787395271956, 468.8511839975833, 0.9285714030265808, 0.0]	[4.2541524684926095, 2.8094783829970194, 14.446740854955898, 1.0, 0.0]	[50.51140708594607, 3.8127219528620033, 466.9868513308406, 0.9285714030265808, 0.0]	[74.26717568986054, 4.040906030799449, 702.2626965906109, 0.8928571343421936, 0.0]	[4.420131251684484, 2.939991859038134, 14.801393926463508, 1.0, 0.0]	[73.79924086523442, 3.648563493615155, 701.5067737161927, 0.8928571343421936, 0.0]	[73.89413400040712, 4.142230819857611, 697.519031805495, 0.8928571343421936, 0.0]	[4.601902928458193, 2.9858611043697025, 16.16041824088491, 1.0, 0.0]	[50.67947252874435, 3.8325518881852783, 468.4692064055907, 0.9285714030265808, 0.0]
600	[73.22128665622847, 3.5883100531468046, 696.3297660308167, 0.8928571343421936, 0.0]	[49.984619918682604, 3.2186661128460012, 467.65953805836597, 0.9285714030265808, 0.0]	[4.06180973849519, 2.782320714256187, 12.794890242390025, 1.0, 0.0]	[50.4498359087606, 3.80449136389001, 466.45344544870585, 0.9285714030265808, 0.0]	[74.12921827095177, 4.015209689147334, 701.1400858180442, 0.8928571343421936, 0.0]	[4.220155596266192, 2.909416828852225, 13.107387674139666, 1.0, 0.0]	[73.59411140633047, 3.6217232755558344, 699.7238813077463, 0.8928571343421936, 0.0]	[73.8299170602906, 4.134412162202147, 696.9550489808844, 0.8928571343421936, 0.0]	[4.410833558119896, 2.950771310462475, 14.600622476574216, 1.0, 0.0]	[50.57425133854139, 3.8200050587618604, 467.5424627977953, 0.9285714030265808, 0.0]
700	[73.18015629077735, 3.5826103755543395, 695.9754591522301, 0.8928571343421936, 0.0]	[49.900877504997005, 3.2099473606971936, 466.90930144299807, 0.9285714030265808, 0.0]	[3.9246420060162226, 2.763797204778645, 11.608448012375773, 1.0, 0.0]	[50.406569857018695, 3.7971846038687924, 466.093852531499, 0.9285714030265808, 0.0]	[74.0365901688178, 3.996433577209324, 700.4015659160846, 0.8928571343421936, 0.0]	[4.071021549830943, 2.8803665120563298, 11.90655037774614, 1.0, 0.0]	[73.45185219648718, 3.6008513485733933, 698.5100084791378, 0.8928571343421936, 0.0]	[73.78321883568375, 4.1284073191926, 696.5481151649115, 0.8928571343421936, 0.0]	[4.262173515905771, 2.927043905060562, 13.35129610845209, 1.0, 0.0]	[50.50521186301591, 3.8106059541213426, 466.9460590889456, 0.9285714030265808, 0.0]
800	[73.15010291715397, 3.576627748146653, 695.7347516900733, 0.8928571343421936, 0.0]	[49.84313613844094, 3.2025334227393727, 466.40602715701567, 0.9285714030265808, 0.0]	[3.8243150090097844, 2.7485765729426035, 10.757384360671807, 1.0, 0.0]	[50.37438075727168, 3.7912163434981956, 465.83164413773477, 0.9285714030265808, 0.0]	[73.96851596611218, 3.981742340158295, 699.8677362595389, 0.8928571343421936, 0.0]	[3.9526928902002747, 2.8629627590585836, 10.89730131141691, 1.0, 0.0]	[73.36647040361964, 3.5900073153893177, 697.7646308823032, 0.8928571343421936, 0.0]	[73.74951759383987, 4.1227096720391545, 696.2680792180072, 0.8928571343421936, 0.0]	[4.14287763045976, 2.909318565584446, 12.335590648753147, 1.0, 0.0]	[50.43981863508651, 3.8017409380475025, 466.38077697039006, 0.9285714030265808, 0.0]
900	[73.12674233526747, 3.5713566676552544, 695.5538566761221, 0.8928571343421936, 0.0]	[49.80101717534152, 3.196579451585516, 466.04437723756007, 0.9285714030265808, 0.0]	[3.7477154678821254, 2.737135739947951, 10.105797279341747, 1.0, 0.0]	[50.34886777273462, 3.7865324540693566, 465.6233531866526, 0.9285714030265808, 0.0]	[73.91683596544958, 3.9690703550174877, 699.4776561043209, 0.8928571343421936, 0.0]	[3.8559645819974415, 2.839552630972797, 10.164119510246442, 1.0, 0.0]	[73.30655985622656, 3.581802926646972, 697.2475692957958, 0.8928571343421936, 0.0]	[73.7240658431819, 4.1179569687605, 696.0610887442141, 0.8928571343421936, 0.0]	[4.049388929327074, 2.8955121725951747, 11.538767567318997, 1.0, 0.0]	[50.39022686406636, 3.7940344231631293, 465.9619244090323, 0.9285714030265808, 0.0]
