Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
BRCA_TCGA-3C-AAAU	1	19	0	14	12
BRCA_TCGA-3C-AALI	35	22	0	0	751
BRCA_TCGA-3C-AALJ	2	15	7	17	25
BRCA_TCGA-3C-AALK	3	16	12	12	21
BRCA_TCGA-4H-AAAK	6	13	1	12	1
BRCA_TCGA-5L-AAT0	18	12	4	0	245
BRCA_TCGA-5L-AAT1	90	3	0	0	1893
BRCA_TCGA-5T-A9QA	0	21	16	9	7
BRCA_TCGA-A1-A0SB	1	5	1	8	1
BRCA_TCGA-A1-A0SD	0	17	1	14	8
BRCA_TCGA-A1-A0SE	4	4	5	9	14
BRCA_TCGA-A1-A0SF	2	7	2	0	53
BRCA_TCGA-A1-A0SG	6	12	0	9	8
BRCA_TCGA-A1-A0SH	1	7	12	3	115
BRCA_TCGA-A1-A0SI	6	3	0	0	269
BRCA_TCGA-A1-A0SJ	0	16	2	6	16
BRCA_TCGA-A1-A0SK	4	29	0	32	19
BRCA_TCGA-A1-A0SM	8	10	1	11	2
BRCA_TCGA-A1-A0SN	8	16	0	10	42
BRCA_TCGA-A1-A0SO	39	20	128	76	90
BRCA_TCGA-A1-A0SP	0	19	30	9	12
BRCA_TCGA-A2-A04N	7	12	18	1	15
BRCA_TCGA-A2-A04R	15	12	37	12	26
BRCA_TCGA-A2-A04U	4	21	0	29	13
BRCA_TCGA-A2-A04W	12	16	1	5	153
BRCA_TCGA-A2-A0CK	0	13	5	1	8
BRCA_TCGA-A2-A0CL	0	21	0	0	179
BRCA_TCGA-A2-A0CR	0	2	0	0	208
BRCA_TCGA-A2-A0CS	0	25	3	16	4
BRCA_TCGA-A2-A0CV	3	14	0	3	4
BRCA_TCGA-A2-A0CW	7	16	0	9	52
BRCA_TCGA-A2-A0D3	0	24	1	3	4
BRCA_TCGA-A2-A0EN	3	12	2	16	6
BRCA_TCGA-A2-A0EP	0	0	4	4	8
BRCA_TCGA-A2-A0ES	1	5	5	5	3
BRCA_TCGA-A2-A0EW	0	6	2	9	3
BRCA_TCGA-A2-A0ST	0	9	0	10	9
BRCA_TCGA-A2-A0SU	0	11	11	6	7
BRCA_TCGA-A2-A0SX	4	11	1	11	14
BRCA_TCGA-A2-A0SY	6	12	0	0	159
BRCA_TCGA-A2-A0T0	12	16	48	84	57
BRCA_TCGA-A2-A0T1	3	10	0	17	2
BRCA_TCGA-A2-A0T3	6	16	7	8	7
BRCA_TCGA-A2-A0T4	0	12	3	10	16
BRCA_TCGA-A2-A0T5	0	8	0	2	3
BRCA_TCGA-A2-A0T6	0	18	0	3	7
BRCA_TCGA-A2-A0T7	2	11	0	9	7
BRCA_TCGA-A2-A0YC	0	10	5	5	12
BRCA_TCGA-A2-A0YD	12	11	0	0	64
BRCA_TCGA-A2-A0YE	3	17	0	5	18
BRCA_TCGA-A2-A0YF	9	10	4	10	6
BRCA_TCGA-A2-A0YG	2	19	17	16	24
BRCA_TCGA-A2-A0YH	4	14	5	4	73
BRCA_TCGA-A2-A0YI	1	3	4	4	6
BRCA_TCGA-A2-A0YJ	6	31	14	32	15
BRCA_TCGA-A2-A0YK	3	0	0	0	475
BRCA_TCGA-A2-A0YL	0	3	4	2	34
BRCA_TCGA-A2-A0YM	3	30	0	15	61
BRCA_TCGA-A2-A0YT	13	26	0	5	37
BRCA_TCGA-A2-A1FV	0	17	1	14	18
BRCA_TCGA-A2-A1FW	10	29	12	24	20
BRCA_TCGA-A2-A1FX	7	11	0	6	4
BRCA_TCGA-A2-A1FZ	0	9	2	14	4
BRCA_TCGA-A2-A1G0	2	3	2	8	8
BRCA_TCGA-A2-A1G1	1	7	8	11	12
BRCA_TCGA-A2-A1G6	0	3	2	3	2
BRCA_TCGA-A2-A259	2	6	3	7	11
BRCA_TCGA-A2-A25A	1	8	11	0	109
BRCA_TCGA-A2-A25B	15	17	50	13	33
BRCA_TCGA-A2-A25C	6	0	11	15	7
BRCA_TCGA-A2-A25D	0	11	11	22	20
BRCA_TCGA-A2-A25E	4	6	11	24	16
BRCA_TCGA-A2-A25F	0	0	3	2	1
BRCA_TCGA-A2-A3KD	0	7	0	7	4
BRCA_TCGA-A2-A3XT	0	8	6	52	56
BRCA_TCGA-A2-A3XU	0	13	7	8	3
BRCA_TCGA-A2-A3XV	4	14	8	19	3
BRCA_TCGA-A2-A3XW	3	4	0	6	4
BRCA_TCGA-A2-A3XX	5	19	4	12	12
BRCA_TCGA-A2-A3XZ	2	11	1	3	35
BRCA_TCGA-A2-A3Y0	0	28	24	93	98
BRCA_TCGA-A2-A4S1	11	24	7	38	18
BRCA_TCGA-A2-A4S2	0	10	3	17	13
BRCA_TCGA-A2-A4S3	8	23	12	32	32
BRCA_TCGA-A7-A0CE	2	9	14	18	18
BRCA_TCGA-A7-A0CH	1	3	3	6	4
BRCA_TCGA-A7-A0D9	0	2	0	3	7
BRCA_TCGA-A7-A0DA	9	20	19	79	60
BRCA_TCGA-A7-A0DB	1	11	0	12	29
BRCA_TCGA-A7-A13D	0	24	22	42	52
BRCA_TCGA-A7-A13E	0	46	10	10	14
BRCA_TCGA-A7-A13F	7	18	2	9	9
BRCA_TCGA-A7-A13G	0	9	4	4	15
BRCA_TCGA-A7-A26E	7	17	0	9	34
BRCA_TCGA-A7-A26F	8	14	6	5	13
BRCA_TCGA-A7-A26G	4	8	14	8	34
BRCA_TCGA-A7-A26H	1	25	0	5	119
BRCA_TCGA-A7-A26I	3	7	5	14	17
BRCA_TCGA-A7-A26J	5	9	3	12	13
BRCA_TCGA-A7-A2KD	2	21	1	13	18
BRCA_TCGA-A7-A3RF	0	10	4	19	7
BRCA_TCGA-A7-A425	0	17	0	13	3
BRCA_TCGA-A7-A4SC	6	14	0	10	8
BRCA_TCGA-A7-A4SD	1	28	6	20	7
BRCA_TCGA-A7-A4SE	0	5	28	34	79
BRCA_TCGA-A7-A56D	17	30	15	0	163
BRCA_TCGA-A7-A5ZV	5	47	18	113	85
BRCA_TCGA-A7-A5ZW	3	7	0	10	16
BRCA_TCGA-A7-A5ZX	7	7	1	15	12
BRCA_TCGA-A7-A6VV	0	19	16	10	19
BRCA_TCGA-A7-A6VW	0	12	13	44	23
BRCA_TCGA-A7-A6VX	0	11	32	49	85
BRCA_TCGA-A7-A6VY	8	13	25	41	49
BRCA_TCGA-A8-A075	3	12	8	20	57
BRCA_TCGA-AC-A23C	9	13	10	27	86
