Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
ATP2B4_real_train_fold1	6.30E-03	2.56E-05	9.95E-05	6.26E-03	5.95E-05
ATP2B4_real_train_fold1.1	1.04E-02	1.36E-04	5.79E-05	1.04E-02	6.25E-05
EXO1_real_train_fold1	1.19E-03	1.03E-04	1.15E-04	1.19E-03	2.94E-05
MLH1_real_train_fold1	8.71E-05	1.60E-05	5.60E-05	4.92E-05	3.34E-05
MSH2_real_train_fold1	1.41E-04	3.18E-42	4.32E-05	1.95E-04	3.05E-05
MSH6_real_train_fold1	2.88E-04	7.35E-06	3.52E-05	3.19E-04	1.28E-05
MSH6_real_train_fold1.1	1.95E-04	5.51E-06	3.46E-05	1.47E-04	3.85E-05
MSH6_real_train_fold1.2	4.44E-04	1.68E-04	3.06E-04	3.90E-04	9.99E-05
OGG1_real_train_fold1	1.48E-03	2.00E-04	1.04E-04	1.66E-03	8.60E-05
PMS1_real_train_fold1	7.01E-03	0.00E+00	9.08E-05	6.87E-03	3.81E-05
PMS2_real_train_fold1	8.40E-05	1.10E-04	0.00E+00	1.61E-04	3.70E-05
RNF168_real_train_fold1	2.44E-03	9.08E-05	1.28E-04	2.41E-03	0.00E+00
UNG_real_train_fold1	3.71E-03	0.00E+00	3.40E-04	3.45E-03	2.40E-05
ATP2B4_multinomial_train_fold1	5.06E-03	2.58E-05	1.22E-04	5.01E-03	4.88E-05
ATP2B4_multinomial_train_fold1.1	9.72E-03	1.04E-04	4.74E-05	9.65E-03	4.76E-05
ATP2B4_multinomial_train_fold1.2	1.18E-02	1.50E-04	7.31E-05	1.17E-02	3.75E-05
ATP2B4_multinomial_train_fold1.3	5.97E-03	5.51E-05	1.38E-04	5.92E-03	1.17E-04
ATP2B4_multinomial_train_fold1.4	1.07E-02	1.43E-04	6.11E-05	1.06E-02	5.53E-05
ATP2B4_multinomial_train_fold1.5	8.35E-03	3.35E-05	3.90E-05	8.31E-03	3.06E-05
ATP2B4_multinomial_train_fold1.6	1.15E-02	1.63E-04	0.00E+00	1.15E-02	9.48E-05
ATP2B4_multinomial_train_fold1.7	9.71E-03	1.18E-04	1.76E-103	9.66E-03	7.50E-05
ATP2B4_multinomial_train_fold1.8	1.05E-02	1.46E-04	7.48E-05	1.04E-02	8.35E-05
ATP2B4_multinomial_train_fold1.9	8.78E-03	8.73E-05	4.81E-05	8.74E-03	6.64E-05
ATP2B4_multinomial_train_fold1.10	9.40E-03	9.60E-05	4.76E-05	9.34E-03	3.76E-05
ATP2B4_multinomial_train_fold1.11	6.16E-03	4.63E-05	9.28E-05	6.12E-03	0.00E+00
ATP2B4_multinomial_train_fold1.12	7.82E-03	8.35E-05	6.44E-05	7.74E-03	3.91E-05
ATP2B4_multinomial_train_fold1.13	8.01E-03	5.57E-05	4.14E-05	7.99E-03	5.22E-05
