gene_KO	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS10c	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22a	SBS22b	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS90	SBS91	SBS92	SBS93	SBS94	SBS95	SBS96	SBS97	SBS98	SBS99
ATP2B4	2.661	0.173	0.0	0.0	162.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.173	0.102	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.229	0.0	0.0	792.188	0.369	0.0	0.0	0.0	0.0	1.082	0.0	0.0	0.0	0.0	0.0	0.0	7.755	0.0	1.543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.072	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.526	1.974	3.104	0.0	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.334	0.0	0.0
EXO1	0.2540322580645161	0.16733870967741934	15.911290322580646	0.0	402.77620967741933	0.0	0.0	0.0	0.0	0.0	21.088709677419356	0.0	0.0	0.0	0.0	0.0	0.0	9.068548387096774	0.0	0.0	0.0	1.9314516129032258	0.0	0.0	250.3084677419355	0.0	0.0	0.0	0.17943548387096775	8.112903225806452	0.7641129032258065	0.0	0.0	0.0	0.0	0.0	11.961693548387096	0.6290322580645161	0.0	0.0	0.0	0.0	0.0	0.0	1.469758064516129	0.0	6.425403225806452	64.51411290322581	0.0	7.657258064516129	0.0	0.14516129032258066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11693548387096774	0.0	2.1149193548387095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.89717741935484	132.68145161290323	0.0	0.719758064516129	0.0	0.0	0.0	3.1048387096774195
RNF168	0.30357142857142855	0.9345238095238095	0.0	0.0	369.6488095238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5634920634920635	0.06746031746031746	0.0	0.0	26.33730158730159	0.0	0.0	331.2281746031746	0.3412698412698413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1488095238095238	0.0	0.4146825396825397	6.128968253968254	0.0	0.0	0.0	0.0	0.0	0.0	3.982142857142857	0.0	73.0813492063492	6.636904761904762	61.54365079365079	0.0	0.49404761904761907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4503968253968254	0.29563492063492064	0.0	0.0	0.0	0.0	0.20238095238095238	7.882936507936508	2.5634920634920637	0.0	0.0	0.0	0.0	0.0	0.0	1.9226190476190477	20.232142857142858	0.0	0.0	66.19444444444444	13.563492063492063	0.0	0.0	0.0	3.640873015873016	0.0	0.19642857142857142
UNG	4.389558232931727	1.4417670682730923	0.0	0.0	197.2871485943775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5963855421686747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.7951807228916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356.01807228915663	0.0	9.696787148594378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7008032128514055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24096385542168675	0.0	0.0	0.0	0.0	0.3674698795180723	0.18473895582329317	0.0	0.3674698795180723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.913654618473895	0.0	0.0
OGG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLH1	49.40816326530612	0.0	0.0	3.377551020408163	267.2091836734694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.75	0.0	1.6479591836734695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3877551020408165	0.0	0.0	0.0	2.622448979591837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	578.515306122449	7.668367346938775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.413265306122449	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSH2	48.742105263157896	0.0	0.0	0.0	194.76842105263157	1.305263157894737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7263157894736842	0.0	0.0	0.0	0.0	127.98947368421052	0.0	29.58421052631579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	593.4105263157895	0.0	0.47368421052631576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSH6	21.631336405529954	0.0	0.0	0.0	262.93087557603684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.304147465437788	0.0	6.691244239631336	0.0	0.0	0.0	0.0	23.723502304147466	0.0	135.40552995391704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1336405529953917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	495.93087557603684	18.88479262672811	29.723502304147466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6405529953917051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
PMS1	99.69942196531792	0.0	0.0	0.0	155.60693641618496	7.763005780346821	0.0	0.0	0.0	0.0	0.0	0.0	0.976878612716763	1.8728323699421965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	577.7514450867052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3352601156069364	91.0	0.0	32.17341040462428	0.0	0.0	0.0	2.2369942196531793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.127167630057803	0.0	0.0	0.0	0.0	0.0	0.0	3.5028901734104045	2.976878612716763	0.0	0.0	0.0	0.815028901734104	0.0	2.9653179190751446	5.606936416184971	0.0	0.0	0.0	0.0	0.0	0.0	6.0520231213872835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5375722543352601	0.0	0.0
PMS2	21.897321428571427	0.0	0.0	0.0	170.69196428571428	1.8705357142857142	0.0	0.0	0.0	0.0	0.0	0.0	2.7455357142857144	0.0	23.535714285714285	0.0	0.0	271.14732142857144	0.0	7.888392857142857	53.65625	0.0	0.0	0.0	134.75446428571428	0.0	24.03125	0.0	0.0	0.0	0.40625	0.0	0.0	89.92410714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.165178571428571	0.0	0.0	0.0	0.0	15.763392857142858	0.0	0.0	0.0	6.084821428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.40625	0.0	0.0	0.0	0.0	0.5044642857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.263392857142858	0.0	0.0	5.263392857142857	0.0	0.0	0.0	0.0
