Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.936	0.353	35.3%	0.048	38.48%	0.12712	0.852
OGG1_0_real_train1	0.9999999999999968	0.998	0.16	16.0%	0.024	5.941%	0.07542	0.998
RNF168_0_real_train1	0.9999999999999989	0.946	0.35	35.0%	0.047	32.362%	0.12274	0.892
UNG_0_real_train1	0.9999999999999982	0.97	0.324	32.4%	0.049	24.427%	0.13805	0.959
ATP2B4_0_real_train1	0.9999999999999971	0.97	0.399	39.9%	0.06	24.836%	0.19357	0.963
ATP2B4_1_real_train1	0.9999999999999967	0.97	0.419	41.9%	0.07	25.051%	0.19532	0.966
MLH1_0_real_train1	0.9999999999999964	0.989	0.191	19.1%	0.031	16.313%	0.04409	0.986
MSH2_0_real_train1	0.999999999999996	0.986	0.198	19.8%	0.035	18.579%	0.05251	0.982
MSH6_0_real_train1	0.9999999999999951	0.988	0.184	18.4%	0.031	16.882%	0.03604	0.985
MSH6_1_real_train1	0.9999999999999969	0.984	0.2	20.0%	0.036	19.366%	0.05127	0.98
PMS1_0_real_train1	0.9999999999999964	0.975	0.294	29.4%	0.051	22.175%	0.12256	0.969
PMS2_0_real_train1	0.9999999999999952	0.964	0.228	22.8%	0.043	26.69%	0.06115	0.94
EXO1_0_multinomial_train1	0.999999999999996	0.912	0.398	39.8%	0.056	44.133%	0.15271	0.793
EXO1_0_multinomial_train1.1	0.9999999999999966	0.917	0.4	40.0%	0.055	43.549%	0.16596	0.802
EXO1_0_multinomial_train1.2	0.9999999999999962	0.916	0.406	40.6%	0.055	43.345%	0.15767	0.8
EXO1_0_multinomial_train1.3	0.9999999999999962	0.907	0.438	43.8%	0.059	44.336%	0.18735	0.787
EXO1_0_multinomial_train1.4	0.9999999999999961	0.893	0.44	44.0%	0.062	48.746%	0.17815	0.743
EXO1_0_multinomial_train1.5	0.9999999999999962	0.923	0.402	40.2%	0.053	40.954%	0.1496	0.818
EXO1_0_multinomial_train1.6	0.9999999999999959	0.899	0.443	44.3%	0.06	47.203%	0.1893	0.761
EXO1_0_multinomial_train1.7	0.9999999999999962	0.893	0.449	44.9%	0.062	49.308%	0.18991	0.741
EXO1_0_multinomial_train1.8	0.9999999999999964	0.919	0.392	39.2%	0.054	42.138%	0.15259	0.806
EXO1_0_multinomial_train1.9	0.9999999999999958	0.907	0.454	45.4%	0.058	44.223%	0.17685	0.781
EXO1_0_multinomial_train1.10	0.9999999999999962	0.908	0.434	43.4%	0.058	44.369%	0.17523	0.785
EXO1_0_multinomial_train1.11	0.9999999999999961	0.917	0.404	40.4%	0.055	43.245%	0.15525	0.806
EXO1_0_multinomial_train1.12	0.9999999999999959	0.909	0.427	42.7%	0.058	45.352%	0.17636	0.79
EXO1_0_multinomial_train1.13	0.9999999999999958	0.893	0.466	46.6%	0.062	48.923%	0.19066	0.739
EXO1_0_multinomial_train1.14	0.9999999999999958	0.89	0.459	45.9%	0.063	49.106%	0.20102	0.737
EXO1_0_multinomial_train1.15	0.9999999999999959	0.919	0.402	40.2%	0.054	42.86%	0.18112	0.805
EXO1_0_multinomial_train1.16	0.9999999999999967	0.91	0.425	42.5%	0.057	44.72%	0.16597	0.783
EXO1_0_multinomial_train1.17	0.999999999999996	0.914	0.411	41.1%	0.055	43.127%	0.16561	0.791
EXO1_0_multinomial_train1.18	0.999999999999996	0.908	0.44	44.0%	0.058	45.433%	0.18698	0.789
EXO1_0_multinomial_train1.19	0.9999999999999959	0.913	0.403	40.3%	0.056	43.242%	0.15415	0.795
EXO1_0_multinomial_train1.20	0.999999999999996	0.916	0.401	40.1%	0.055	43.379%	0.15376	0.801
EXO1_0_multinomial_train1.21	0.9999999999999963	0.901	0.424	42.4%	0.06	47.854%	0.17751	0.76
EXO1_0_multinomial_train1.22	0.999999999999996	0.937	0.363	36.3%	0.048	36.894%	0.14613	0.853
EXO1_0_multinomial_train1.23	0.9999999999999962	0.883	0.46	46.0%	0.066	51.515%	0.1894	0.727
EXO1_0_multinomial_train1.24	0.9999999999999958	0.919	0.395	39.5%	0.054	41.932%	0.16865	0.808
EXO1_0_multinomial_train1.25	0.9999999999999964	0.92	0.413	41.3%	0.054	42.559%	0.16584	0.807
EXO1_0_multinomial_train1.26	0.9999999999999962	0.926	0.372	37.2%	0.052	40.464%	0.13751	0.823
