Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.96	0.274	27.4%	0.037	29.662%	0.0741	0.897
OGG1_0_real_train1	0.9999999999999968	0.999	0.134	13.4%	0.019	4.703%	0.06113	0.999
RNF168_0_real_train1	0.9999999999999989	0.956	0.343	34.3%	0.042	28.92%	0.13305	0.912
UNG_0_real_train1	0.9999999999999982	0.965	0.336	33.6%	0.053	26.421%	0.1545	0.952
ATP2B4_0_real_train1	0.9999999999999971	0.985	0.317	31.7%	0.042	17.385%	0.16235	0.981
ATP2B4_1_real_train1	0.9999999999999967	0.988	0.338	33.8%	0.047	16.82%	0.15393	0.986
MLH1_0_real_train1	0.9999999999999964	0.98	0.209	20.9%	0.038	19.997%	0.04879	0.972
MSH2_0_real_train1	0.999999999999996	0.99	0.169	16.9%	0.027	14.332%	0.04397	0.986
MSH6_0_real_train1	0.9999999999999951	0.984	0.186	18.6%	0.032	17.426%	0.04145	0.977
MSH6_1_real_train1	0.9999999999999969	0.981	0.23	23.0%	0.036	19.366%	0.06198	0.973
PMS1_0_real_train1	0.9999999999999964	0.988	0.242	24.2%	0.037	16.088%	0.10356	0.985
PMS2_0_real_train1	0.9999999999999952	0.841	0.513	51.3%	0.087	54.001%	0.18715	0.719
EXO1_0_multinomial_train1	0.9999999999999962	0.946	0.316	31.6%	0.043	33.759%	0.09466	0.86
RNF168_0_multinomial_train1	0.999999999999999	0.902	0.507	50.7%	0.066	43.19%	0.27234	0.816
RNF168_0_multinomial_train1.1	0.999999999999999	0.899	0.556	55.6%	0.074	43.982%	0.33324	0.836
EXO1_0_multinomial_train1.1	0.9999999999999961	0.944	0.32	32.0%	0.044	34.139%	0.10158	0.856
RNF168_0_multinomial_train1.2	0.9999999999999989	0.892	0.551	55.1%	0.075	45.505%	0.32214	0.819
RNF168_0_multinomial_train1.3	0.9999999999999989	0.892	0.541	54.1%	0.071	44.941%	0.34363	0.806
