	0	1	2	3	4	5	6	7	8	9
0	[10.885789825221785, 10.885789825221785, 3752.1366685551534, 0.4905948042869568, 0.0]	[10.889959102295084, 10.889959102295084, 3753.9793861252692, 0.4905948042869568, 0.0]	[10.877508383117474, 10.877508383117474, 3754.3001595860283, 0.4905948042869568, 0.0]	[10.887677877742119, 10.887677877742119, 3750.490622562288, 0.4905948042869568, 0.0]	[10.888511243266349, 10.888511243266349, 3751.9732256275847, 0.4905948042869568, 0.0]	[10.88562252604712, 10.88562252604712, 3749.427219055874, 0.4905948042869568, 0.0]	[10.89009576506834, 10.89009576506834, 3751.102143550399, 0.4905948042869568, 0.0]	[10.8880720760073, 10.8880720760073, 3755.497982025669, 0.4905948042869568, 0.0]	[10.881395958890385, 10.881395958890385, 3751.8936982661485, 0.4905948042869568, 0.0]	[10.887009840464149, 10.887009840464149, 3753.1395149339687, 0.4905948042869568, 0.0]
100	[5.24775191566211, 5.24775191566211, 3630.0126871170046, 0.548551082611084, 0.0]	[5.250513509040614, 5.250513509040614, 3628.6712239298067, 0.5424504280090332, 0.0]	[5.261972885936974, 5.261972885936974, 3628.7683949503826, 0.5449923872947693, 0.0]	[5.2473455714349555, 5.2473455714349555, 3631.6226540566645, 0.5495678782463074, 0.0]	[5.2479380777970785, 5.2479380777970785, 3632.336653517639, 0.5505846738815308, 0.0]	[5.253967855013645, 5.253967855013645, 3633.574795711973, 0.5480427145957947, 0.0]	[5.249485930750383, 5.249485930750383, 3629.0026744251454, 0.5444839596748352, 0.0]	[5.248185147796112, 5.248185147796112, 3632.062861420228, 0.5500762462615967, 0.0]	[5.253116530560533, 5.253116530560533, 3628.67663699297, 0.5394001007080078, 0.0]	[5.257840288780736, 5.257840288780736, 3628.3506515352697, 0.5444839596748352, 0.0]
200	[5.240851946813581, 5.240851946813581, 3633.5693422586346, 0.5470259189605713, 0.0]	[5.242047174278364, 5.242047174278364, 3631.9750654745794, 0.5424504280090332, 0.0]	[5.252124163668116, 5.252124163668116, 3631.4654657854917, 0.5510930418968201, 0.0]	[5.24115327389712, 5.24115327389712, 3634.909172172393, 0.546517550945282, 0.0]	[5.241237576056779, 5.241237576056779, 3634.442743702183, 0.548551082611084, 0.0]	[5.244566703578475, 5.244566703578475, 3635.6046204407585, 0.5475342869758606, 0.0]	[5.240626778542038, 5.240626778542038, 3633.5208119231374, 0.5434672236442566, 0.0]	[5.2414003305581724, 5.2414003305581724, 3634.615750337276, 0.548551082611084, 0.0]	[5.245861181288216, 5.245861181288216, 3631.281474764799, 0.5429587960243225, 0.0]	[5.241287756618391, 5.241287756618391, 3630.069356327966, 0.5475342869758606, 0.0]
300	[5.238931403798496, 5.238931403798496, 3634.534629425857, 0.5455007553100586, 0.0]	[5.23924058094134, 5.23924058094134, 3632.1561936246135, 0.5424504280090332, 0.0]	[5.243697317395995, 5.243697317395995, 3631.7368718994894, 0.5460091233253479, 0.0]	[5.239446589899222, 5.239446589899222, 3635.5180693425064, 0.5455007553100586, 0.0]	[5.239404895172955, 5.239404895172955, 3634.980120143855, 0.5480427145957947, 0.0]	[5.241109030522741, 5.241109030522741, 3635.2541025206947, 0.5495678782463074, 0.0]	[5.23852602120846, 5.23852602120846, 3634.602219923341, 0.5424504280090332, 0.0]	[5.239479409665697, 5.239479409665697, 3635.040930129192, 0.5475342869758606, 0.0]	[5.241804335185986, 5.241804335185986, 3632.1730264705275, 0.5449923872947693, 0.0]	[5.239101996369229, 5.239101996369229, 3631.282984100439, 0.5460091233253479, 0.0]
400	[5.237895461438275, 5.237895461438275, 3634.796814027301, 0.5449923872947693, 0.0]	[5.238203588802591, 5.238203588802591, 3632.1526582239558, 0.5460091233253479, 0.0]	[5.239805963155746, 5.239805963155746, 3632.1283969348165, 0.5424504280090332, 0.0]	[5.238623098151412, 5.238623098151412, 3635.595880771979, 0.5444839596748352, 0.0]	[5.238649385070034, 5.238649385070034, 3635.2259311108683, 0.5470259189605713, 0.0]	[5.239688263704128, 5.239688263704128, 3635.3758660890344, 0.5495678782463074, 0.0]	[5.237673665080276, 5.237673665080276, 3635.0656744236703, 0.5429587960243225, 0.0]	[5.238685666134379, 5.238685666134379, 3635.2671524681796, 0.5455007553100586, 0.0]	[5.239528377412823, 5.239528377412823, 3632.380198278717, 0.5424504280090332, 0.0]	[5.238093382418222, 5.238093382418222, 3631.680656120022, 0.5460091233253479, 0.0]
500	[5.237350078262666, 5.237350078262666, 3635.0496561109603, 0.5444839596748352, 0.0]	[5.237825432705109, 5.237825432705109, 3632.2842168511233, 0.5470259189605713, 0.0]	[5.2385245109780945, 5.2385245109780945, 3632.550291217506, 0.5455007553100586, 0.0]	[5.238145907562145, 5.238145907562145, 3635.529100566463, 0.5449923872947693, 0.0]	[5.238201390260936, 5.238201390260936, 3635.532492851936, 0.5449923872947693, 0.0]	[5.238951317885228, 5.238951317885228, 3635.4975072569523, 0.548551082611084, 0.0]	[5.237322830666316, 5.237322830666316, 3635.3481743267594, 0.5429587960243225, 0.0]	[5.238253333369804, 5.238253333369804, 3635.4336236634417, 0.5449923872947693, 0.0]	[5.238293002630653, 5.238293002630653, 3632.4251378044123, 0.5439755916595459, 0.0]	[5.2377421807166895, 5.2377421807166895, 3632.137373688216, 0.5460091233253479, 0.0]
600	[5.237081782577706, 5.237081782577706, 3635.3691683339575, 0.5439755916595459, 0.0]	[5.237628680973545, 5.237628680973545, 3632.392943730025, 0.5460091233253479, 0.0]	[5.238006589019926, 5.238006589019926, 3632.421240713854, 0.5475342869758606, 0.0]	[5.237698442358134, 5.237698442358134, 3635.4345546683044, 0.5455007553100586, 0.0]	[5.237836137890326, 5.237836137890326, 3635.5397600077754, 0.5449923872947693, 0.0]	[5.238440272335085, 5.238440272335085, 3635.764182382224, 0.5475342869758606, 0.0]	[5.237059694416358, 5.237059694416358, 3635.550374113889, 0.5424504280090332, 0.0]	[5.237971902239992, 5.237971902239992, 3635.530956102735, 0.5455007553100586, 0.0]	[5.23775905555913, 5.23775905555913, 3632.5261545726967, 0.546517550945282, 0.0]	[5.237538054045922, 5.237538054045922, 3632.420033071733, 0.5460091233253479, 0.0]
700	[5.236929916609979, 5.236929916609979, 3635.556891705005, 0.5434672236442566, 0.0]	[5.2375084795354585, 5.2375084795354585, 3632.528324957857, 0.5460091233253479, 0.0]	[5.237750430527254, 5.237750430527254, 3632.6588055434067, 0.5460091233253479, 0.0]	[5.237287502818212, 5.237287502818212, 3635.290470032546, 0.5444839596748352, 0.0]	[5.237471883925749, 5.237471883925749, 3635.4354440427396, 0.5449923872947693, 0.0]	[5.238172558101098, 5.238172558101098, 3635.7971547776046, 0.5460091233253479, 0.0]	[5.236921113311257, 5.236921113311257, 3635.635195046165, 0.5424504280090332, 0.0]	[5.237776046724872, 5.237776046724872, 3635.498706986531, 0.5460091233253479, 0.0]	[5.237568411245076, 5.237568411245076, 3632.6864928862515, 0.546517550945282, 0.0]	[5.237454078613584, 5.237454078613584, 3632.523413633149, 0.546517550945282, 0.0]
800	[5.23682609459188, 5.23682609459188, 3635.6510852061247, 0.5434672236442566, 0.0]	[5.237432665359846, 5.237432665359846, 3632.6274916470493, 0.5460091233253479, 0.0]	[5.237578879301384, 5.237578879301384, 3632.5350185258158, 0.546517550945282, 0.0]	[5.23696664710549, 5.23696664710549, 3635.3786011099346, 0.5439755916595459, 0.0]	[5.237114952673875, 5.237114952673875, 3635.3582836932746, 0.5449923872947693, 0.0]	[5.237979431881166, 5.237979431881166, 3635.773242878836, 0.5460091233253479, 0.0]	[5.236835577614648, 5.236835577614648, 3635.699872806978, 0.5424504280090332, 0.0]	[5.237652491800456, 5.237652491800456, 3635.570735140209, 0.5460091233253479, 0.0]	[5.2374630565460745, 5.2374630565460745, 3632.6485644594213, 0.5460091233253479, 0.0]	[5.237391139813948, 5.237391139813948, 3632.618595569551, 0.546517550945282, 0.0]
900	[5.236753244135484, 5.236753244135484, 3635.7267814892048, 0.5434672236442566, 0.0]	[5.237378598058909, 5.237378598058909, 3632.7280383750726, 0.5460091233253479, 0.0]	[5.237450236894383, 5.237450236894383, 3632.6155103204455, 0.5460091233253479, 0.0]	[5.236784375476569, 5.236784375476569, 3635.488308248966, 0.5439755916595459, 0.0]	[5.2368458554877435, 5.2368458554877435, 3635.385528822605, 0.5434672236442566, 0.0]	[5.23785463293014, 5.23785463293014, 3635.7313741828225, 0.5460091233253479, 0.0]	[5.236765042361135, 5.236765042361135, 3635.7385179760367, 0.5424504280090332, 0.0]	[5.237554047323374, 5.237554047323374, 3635.622352627689, 0.5455007553100586, 0.0]	[5.237411624639815, 5.237411624639815, 3632.707364534892, 0.5460091233253479, 0.0]	[5.237341581460115, 5.237341581460115, 3632.739429802074, 0.546517550945282, 0.0]
