Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_boot	0.9999999999999963	0.971	0.44	44.0%	0.128	30.033%	0.19381	0.971
OGG1_boot.1	0.9999999999999964	0.981	0.403	40.3%	0.11	26.248%	0.18887	0.981
OGG1_boot.2	0.9999999999999964	0.985	0.418	41.8%	0.104	24.884%	0.20078	0.986
OGG1_boot.3	0.999999999999997	0.988	0.413	41.3%	0.095	23.084%	0.20101	0.989
OGG1_boot.4	0.9999999999999968	0.989	0.319	31.9%	0.071	18.51%	0.15329	0.989
OGG1_boot.5	0.9999999999999962	0.981	0.426	42.6%	0.113	26.814%	0.1911	0.981
OGG1_boot.6	0.9999999999999967	0.984	0.37	37.0%	0.09	22.637%	0.16607	0.984
OGG1_boot.7	0.9999999999999969	0.984	0.401	40.1%	0.095	23.418%	0.20668	0.984
OGG1_boot.8	0.9999999999999968	0.98	0.423	42.3%	0.102	25.093%	0.22709	0.98
OGG1_boot.9	0.9999999999999969	0.989	0.374	37.4%	0.067	17.686%	0.20006	0.989
OGG1_boot.10	0.9999999999999967	0.987	0.359	35.9%	0.111	25.865%	0.16527	0.988
OGG1_boot.11	0.9999999999999967	0.993	0.319	31.9%	0.07	17.807%	0.15591	0.994
OGG1_boot.12	0.9999999999999967	0.986	0.386	38.6%	0.093	22.861%	0.18526	0.987
OGG1_boot.13	0.9999999999999964	0.983	0.388	38.8%	0.098	24.053%	0.18016	0.983
OGG1_boot.14	0.999999999999997	0.991	0.325	32.5%	0.066	17.201%	0.17261	0.992
OGG1_boot.15	0.9999999999999973	0.992	0.327	32.7%	0.06	16.009%	0.17221	0.991
OGG1_boot.16	0.9999999999999962	0.977	0.421	42.1%	0.124	28.896%	0.19552	0.977
OGG1_boot.17	0.9999999999999969	0.985	0.412	41.2%	0.092	22.784%	0.20459	0.985
OGG1_boot.18	0.999999999999997	0.991	0.356	35.6%	0.08	20.016%	0.18559	0.991
OGG1_boot.19	0.999999999999997	0.992	0.325	32.5%	0.066	17.159%	0.16216	0.992
OGG1_boot.20	0.9999999999999966	0.989	0.359	35.9%	0.078	19.785%	0.16672	0.99
OGG1_boot.21	0.9999999999999964	0.981	0.43	43.0%	0.11	26.23%	0.21021	0.982
