Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
EXO1_0_real_train1	3.176950031089255e-134	0.7942222670871638	0.20577773291283616	4.2e-322	8.45e-322	1.3483228073570827e-238
OGG1_0_real_train1	0.07189135851287652	1.006729954430096e-34	4.332707167940391e-15	0.8729215026254845	0.04017701065020523	0.015010128211429422
RNF168_0_real_train1	2.09e-321	0.9158738589334994	0.0841261410665005	6.97e-322	7.76e-322	1.77e-321
UNG_0_real_train1	2.393054077662913e-07	3.158200290948555e-131	0.14345667949937768	2.1686239590050213e-155	4.839628972099838e-279	0.8565430811952147
ATP2B4_0_real_train1	1.07e-321	0.38171792909463964	0.0062192999525056015	0.19835065986809908	0.14753052108623937	0.26618158999851627
ATP2B4_1_real_train1	1.803e-321	0.22780962418221765	0.03337286165758196	0.25009508898841254	0.38917013810174717	0.09955228707004077
MLH1_0_real_train1	0.9735636320101048	1.3956910249228604e-254	2.223312710906728e-151	0.000961988004435946	0.0254743799854593	2.317e-321
MSH2_0_real_train1	0.924743072697408	8.833467758538734e-147	4.133753041594929e-87	6.7275757077551e-182	0.0719996988619574	0.003257228440634713
MSH6_0_real_train1	0.8667360353390491	1.0986542191940462e-237	0.10100336133101018	0.01791279215374978	0.014347811176190873	2.4661709288915883e-258
MSH6_1_real_train1	0.8495229818537838	2.456e-321	0.12066229937938121	0.0298147187668348	1.606e-321	1.596e-321
PMS1_0_real_train1	0.11970834908013299	1.1390190326360538e-140	6.0156229561946424e-74	8.597567090563812e-267	0.8564994959735664	0.02379215494630059
PMS2_0_real_train1	6.4e-322	1.853e-321	0.9787350054955836	0.021264994504416292	1.863e-321	1.01e-321
EXO1_0_multinomial_train1	1.49706683040215e-260	0.7871303191531052	0.21286968084689473	6.27e-322	8.5e-322	2.7621563587377155e-261
EXO1_0_multinomial_train1.1	1.5052534185092144e-66	0.7664147566768614	0.23358524332212402	2.17e-322	1.14e-321	1.014535720970502e-12
EXO1_0_multinomial_train1.2	7.806395712320476e-238	0.7647365325690342	0.2352634674309658	4.35e-322	8.7e-322	1.7494680749476248e-257
EXO1_0_multinomial_train1.3	6.798667941914917e-27	0.8335561420302636	0.16644385796973638	3.8e-322	7.76e-322	9.118091495295088e-48
EXO1_0_multinomial_train1.4	1.1543968961494355e-253	0.8340539323400118	0.16594606765998815	4.5e-322	9.1e-322	7.462605696903547e-301
