Samples	SBS96A	SBS96B	SBS96C
EXO1_0_real_train1	0.4553763606514344	0.5446236393485657	1.02e-321
OGG1_0_real_train1	8.74e-322	1.05e-321	1.0
RNF168_0_real_train1	0.19210249356887693	0.8078975064311231	1.09e-321
UNG_0_real_train1	0.9529425285194472	8.98e-321	0.04705747148055281
ATP2B4_0_real_train1	0.26943332978471807	0.4281263831920443	0.30244028702323766
ATP2B4_1_real_train1	0.21624497631390788	0.37340952810807904	0.41034549557801314
MLH1_0_real_train1	1.0	1.235e-321	0.0
MSH2_0_real_train1	1.0	1.374e-321	2.08e-322
MSH6_0_real_train1	1.0	2.9e-321	2.47e-322
MSH6_1_real_train1	1.0	4.63e-321	2.5e-322
PMS1_0_real_train1	0.5572477683886794	0.32285057339073153	0.11990165822058906
PMS2_0_real_train1	3.38e-321	1.0	3.26e-322
EXO1_0_multinomial_train1	0.30930184470244565	0.6906981552975544	1.003e-321
EXO1_0_multinomial_train1.1	0.6052453030936675	0.39475469690633247	7.1e-322
EXO1_0_multinomial_train1.2	0.46667009030947376	0.5333299096905262	7.1e-322
EXO1_0_multinomial_train1.3	0.5073867902135566	0.4926132097864433	9.34e-322
EXO1_0_multinomial_train1.4	0.4833703745197876	0.5166296254802124	1.156e-321
EXO1_0_multinomial_train1.5	0.6636205667937857	0.3363794332062142	6.87e-322
EXO1_0_multinomial_train1.6	0.2486518732981904	0.7513481267018096	1.02e-321
EXO1_0_multinomial_train1.7	0.5588553546879365	0.4411446453120636	7.76e-322
EXO1_0_multinomial_train1.8	0.4493021920600914	0.5506978079399085	6.77e-322
EXO1_0_multinomial_train1.9	0.5872313009999369	0.4127686990000631	7.36e-322
EXO1_0_multinomial_train1.10	0.5307860536874582	0.4692139463125418	9.8e-322
EXO1_0_multinomial_train1.11	0.47400570137496595	0.5259942986250339	9.6e-322
EXO1_0_multinomial_train1.12	0.3272688049844315	0.6727311950155686	9.44e-322
EXO1_0_multinomial_train1.13	0.4847195799575457	0.5152804200424543	7.2e-322
EXO1_0_multinomial_train1.14	0.5083885188053896	0.4916114811946104	7.3e-322
EXO1_0_multinomial_train1.15	0.5819188731439491	0.41808112685605103	7.2e-322
EXO1_0_multinomial_train1.16	0.4041185228103514	0.5958814771896486	7e-322
EXO1_0_multinomial_train1.17	0.6286790679559258	0.37132093204407435	7.3e-322
EXO1_0_multinomial_train1.18	0.2517847014974762	0.7482152985025238	9.34e-322
EXO1_0_multinomial_train1.19	0.4587898035163414	0.5412101964836584	1.04e-321
EXO1_0_multinomial_train1.20	0.44199797271633123	0.5580020272836689	1.023e-321
EXO1_0_multinomial_train1.21	0.5116897541609702	0.4883102458390297	1.166e-321
EXO1_0_multinomial_train1.22	0.5241013021035617	0.4758986978964384	9.1e-322
EXO1_0_multinomial_train1.23	0.6321158461864951	0.3678841538135049	7.26e-322
EXO1_0_multinomial_train1.24	0.5224317078083012	0.47756829219169894	1.033e-321
EXO1_0_multinomial_train1.25	0.5555598515933305	0.44444014840666957	7.07e-322
EXO1_0_multinomial_train1.26	0.533009320667462	0.46699067933253785	6.7e-322
EXO1_0_multinomial_train1.27	0.6413679790479536	0.35863202095204644	1.176e-321
EXO1_0_multinomial_train1.28	0.671563149055797	0.3284368509442031	6.37e-322
EXO1_0_multinomial_train1.29	0.5736029945659389	0.42639700543406106	7.46e-322
EXO1_0_multinomial_train1.30	0.38509418377220567	0.6149058162277943	1.057e-321
EXO1_0_multinomial_train1.31	0.4556002094149817	0.5443997905850183	7.46e-322
