Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
OGG1_boot	3.18E-04	3.89E-04	2.38E-147	2.14E-03	1.27E-03
OGG1_boot.1	3.80E-04	2.65E-98	8.45E-04	4.11E-04	1.72E-04
OGG1_boot.2	1.10E-03	2.68E-04	1.30E-03	7.98E-05	1.53E-04
OGG1_boot.3	1.98E-03	0.00E+00	2.35E-03	2.29E-04	7.98E-05
OGG1_boot.4	2.85E-03	3.09E-04	2.94E-03	1.12E-04	1.39E-04
OGG1_boot.5	2.45E-04	2.27E-04	2.71E-05	0.00E+00	8.58E-05
OGG1_boot.6	9.96E-05	3.44E-04	3.07E-04	1.69E-04	3.15E-04
OGG1_boot.7	6.63E-04	3.61E-04	1.08E-03	3.86E-04	2.85E-04
OGG1_boot.8	1.64E-03	0.00E+00	1.92E-03	1.91E-04	1.04E-04
OGG1_boot.9	2.22E-03	2.76E-04	2.47E-03	1.70E-04	1.52E-04
OGG1_boot.10	1.89E-03	7.84E-04	2.42E-03	4.38E-04	2.81E-04
OGG1_boot.11	3.06E-03	3.00E-04	3.17E-03	9.61E-05	1.07E-04
OGG1_boot.12	7.25E-04	3.71E-04	1.13E-03	3.63E-04	2.78E-04
OGG1_boot.13	2.47E-04	7.26E-04	5.10E-04	1.89E-04	3.84E-04
OGG1_boot.14	2.36E-03	2.98E-04	2.67E-03	1.69E-04	1.33E-04
OGG1_boot.15	2.95E-03	2.85E-29	3.04E-03	8.00E-05	5.46E-05
OGG1_boot.16	2.60E-04	2.71E-04	4.01E-58	0.00E+00	1.45E-04
OGG1_boot.17	2.17E-03	0.00E+00	2.45E-03	8.71E-05	5.68E-05
OGG1_boot.18	3.58E-03	0.00E+00	3.95E-03	0.00E+00	1.88E-04
OGG1_boot.19	3.17E-03	3.39E-04	3.64E-03	8.37E-04	3.68E-04
OGG1_boot.20	1.91E-03	3.30E-04	2.17E-03	1.59E-04	2.10E-04
OGG1_boot.21	7.76E-05	4.05E-04	3.14E-04	2.50E-04	3.57E-04
OGG1_boot.22	2.48E-03	3.03E-04	2.64E-03	4.54E-05	1.49E-04
OGG1_boot.23	1.10E-03	7.17E-04	1.46E-03	2.68E-04	3.57E-04
OGG1_boot.24	1.01E-03	3.37E-04	1.42E-03	3.70E-04	2.46E-04
OGG1_boot.25	1.68E-03	3.72E-85	1.94E-03	1.80E-04	1.33E-04
OGG1_boot.26	2.39E-03	0.00E+00	2.67E-03	1.44E-04	4.93E-05
OGG1_boot.27	2.37E-03	0.00E+00	2.76E-03	5.76E-36	1.49E-04
OGG1_boot.28	5.92E-04	3.66E-04	8.02E-04	1.96E-04	3.31E-04
OGG1_boot.29	4.25E-04	3.18E-04	6.96E-04	2.19E-04	2.15E-04
OGG1_boot.30	2.13E-04	0.00E+00	3.60E-12	4.11E-04	3.34E-04
OGG1_boot.31	1.39E-03	3.17E-04	1.76E-03	2.81E-04	1.88E-04
OGG1_boot.32	2.67E-03	8.13E-48	3.02E-03	1.95E-04	7.48E-05
OGG1_boot.33	1.68E-03	8.13E-64	1.89E-03	3.31E-05	7.41E-05
OGG1_boot.34	1.89E-03	3.41E-04	2.09E-03	8.90E-05	2.02E-04
OGG1_boot.35	1.96E-03	3.12E-04	2.34E-03	1.24E-04	6.44E-05
OGG1_boot.36	1.11E-03	3.48E-04	1.38E-03	2.32E-04	2.91E-04
OGG1_boot.37	2.23E-03	0.00E+00	2.51E-03	1.32E-04	9.82E-05
OGG1_boot.38	7.86E-04	0.00E+00	1.09E-03	2.70E-04	2.13E-04
OGG1_boot.39	3.70E-03	0.00E+00	4.03E-03	0.00E+00	1.70E-04
OGG1_boot.40	6.83E-04	0.00E+00	1.08E-03	3.69E-04	1.72E-04
OGG1_boot.41	5.85E-04	3.56E-04	9.80E-04	3.21E-04	2.34E-04
OGG1_boot.42	2.23E-03	3.44E-04	2.59E-03	2.68E-04	2.11E-04
OGG1_boot.43	2.34E-03	8.20E-40	2.65E-03	1.76E-04	4.58E-05
OGG1_boot.44	2.57E-03	0.00E+00	3.06E-03	6.17E-04	1.75E-04
OGG1_boot.45	1.26E-03	0.00E+00	1.69E-03	3.32E-04	1.14E-04
OGG1_boot.46	1.48E-03	2.98E-04	1.48E-03	1.44E-04	2.29E-04
OGG1_boot.47	1.66E-03	2.38E-04	1.74E-03	1.65E-04	6.46E-07
OGG1_boot.48	5.88E-04	3.17E-04	6.70E-04	9.01E-05	2.92E-04
OGG1_boot.49	2.22E-03	2.34E-04	2.29E-03	1.73E-04	0.00E+00
OGG1_boot.50	1.90E-04	3.65E-04	5.13E-04	2.97E-04	3.07E-04
OGG1_boot.51	8.62E-04	2.77E-04	1.11E-03	6.18E-05	0.00E+00
OGG1_boot.52	1.16E-04	3.64E-04	2.48E-04	1.88E-04	2.68E-04
OGG1_boot.53	2.20E-03	2.36E-04	2.19E-03	2.80E-04	0.00E+00
OGG1_boot.54	2.54E-03	3.26E-36	2.82E-03	6.99E-05	8.17E-05
OGG1_boot.55	4.45E-04	2.16E-04	5.49E-04	2.80E-04	3.06E-19
OGG1_boot.56	6.80E-04	3.05E-04	7.55E-04	1.44E-04	2.13E-04
OGG1_boot.57	1.48E-03	3.09E-04	1.69E-03	7.33E-05	1.55E-04
OGG1_boot.58	1.37E-03	2.76E-04	1.63E-03	7.23E-05	0.00E+00
OGG1_boot.59	2.83E-03	2.66E-04	3.01E-03	9.94E-05	0.00E+00
OGG1_boot.60	2.64E-03	2.90E-04	2.75E-03	1.09E-04	1.35E-04
OGG1_boot.61	1.91E-03	3.06E-04	2.19E-03	1.28E-04	1.27E-04
OGG1_boot.62	1.72E-03	2.30E-04	1.72E-03	2.68E-04	0.00E+00
OGG1_boot.63	5.93E-04	3.18E-04	9.29E-04	2.35E-04	2.04E-04
OGG1_boot.64	1.01E-03	3.54E-04	1.34E-03	2.49E-04	2.65E-04
OGG1_boot.65	1.56E-03	2.23E-04	1.51E-03	3.28E-04	0.00E+00
OGG1_boot.66	6.59E-04	2.54E-04	8.18E-04	9.71E-05	0.00E+00
OGG1_boot.67	1.34E-04	2.48E-04	3.42E-04	5.80E-05	0.00E+00
OGG1_boot.68	1.61E-04	2.15E-04	3.85E-04	1.68E-04	1.04E-40
OGG1_boot.69	1.04E-03	2.90E-04	1.24E-03	6.16E-05	1.19E-04
OGG1_boot.70	6.81E-04	3.17E-04	9.16E-04	1.54E-04	2.49E-04
OGG1_boot.71	1.37E-03	2.35E-04	1.48E-03	1.06E-04	0.00E+00
OGG1_boot.72	1.44E-03	2.42E-04	1.65E-03	4.66E-05	0.00E+00
OGG1_boot.73	7.33E-04	3.28E-04	1.02E-03	1.76E-04	2.11E-04
OGG1_boot.74	1.02E-03	2.43E-04	1.11E-03	1.77E-04	1.03E-72
OGG1_boot.75	1.19E-03	2.74E-04	1.42E-03	7.98E-05	1.46E-04
OGG1_boot.76	1.01E-03	2.54E-04	1.22E-03	4.30E-05	2.07E-96
OGG1_boot.77	2.30E-03	2.48E-04	2.54E-03	5.04E-05	1.13E-11
OGG1_boot.78	1.64E-03	3.50E-04	1.97E-03	2.12E-04	3.11E-04
OGG1_boot.79	4.87E-04	2.58E-04	6.41E-04	1.35E-04	0.00E+00
OGG1_boot.80	1.13E-03	3.07E-04	1.26E-03	5.22E-05	2.00E-04
OGG1_boot.81	1.48E-03	2.70E-04	1.62E-03	1.29E-04	0.00E+00
OGG1_boot.82	1.99E-03	2.56E-04	2.18E-03	6.78E-05	0.00E+00
OGG1_boot.83	1.09E-03	2.47E-04	1.29E-03	5.23E-05	6.80E-127
OGG1_boot.84	2.15E-03	3.01E-04	2.55E-03	1.92E-04	6.76E-05
OGG1_boot.85	1.66E-03	8.90E-04	1.97E-03	1.19E-04	3.14E-04
OGG1_boot.86	1.99E-03	2.67E-04	2.14E-03	6.92E-05	8.18E-05
OGG1_boot.87	1.42E-03	3.21E-04	1.65E-03	1.18E-04	2.06E-04
OGG1_boot.88	1.42E-03	2.41E-04	1.57E-03	8.40E-05	0.00E+00
OGG1_boot.89	1.70E-03	2.78E-04	1.91E-03	6.36E-05	0.00E+00
OGG1_boot.90	5.45E-03	0.00E+00	5.66E-03	2.49E-103	9.88E-05
OGG1_boot.91	2.02E-03	3.69E-04	2.62E-03	1.24E-03	5.48E-04
OGG1_boot.92	2.88E-03	3.08E-04	3.25E-03	2.87E-04	1.43E-04
OGG1_boot.93	3.86E-03	3.12E-04	4.02E-03	3.51E-05	1.33E-04
OGG1_boot.94	6.30E-03	1.51E-29	6.47E-03	0.00E+00	1.51E-04
OGG1_boot.95	4.00E-03	2.53E-04	4.20E-03	6.59E-05	1.38E-38
OGG1_boot.96	7.01E-03	0.00E+00	7.15E-03	0.00E+00	1.18E-04
OGG1_boot.97	2.65E-03	3.21E-04	3.12E-03	5.92E-04	2.53E-04
OGG1_boot.98	4.27E-03	0.00E+00	4.58E-03	0.00E+00	1.81E-04
OGG1_boot.99	6.34E-03	1.02E-04	6.46E-03	1.82E-63	0.00E+00
OGG1_boot.100	2.76E-03	3.00E-04	3.06E-03	1.35E-04	1.11E-04
OGG1_boot.101	1.74E-03	3.48E-04	2.27E-03	7.13E-04	3.33E-04
OGG1_boot.102	3.00E-03	2.71E-04	3.14E-03	5.87E-05	9.33E-05
OGG1_boot.103	2.81E-03	2.86E-04	2.96E-03	5.53E-05	1.02E-04
OGG1_boot.104	2.00E-03	1.28E-58	2.21E-03	7.17E-05	0.00E+00
OGG1_boot.105	5.04E-03	2.21E-04	5.12E-03	1.75E-04	1.98E-05
OGG1_boot.106	5.24E-03	7.42E-113	5.46E-03	2.63E-08	1.14E-04
OGG1_boot.107	4.21E-03	0.00E+00	4.32E-03	1.28E-04	3.55E-72
OGG1_boot.108	3.74E-03	2.79E-04	4.01E-03	4.66E-104	4.39E-52
OGG1_boot.109	3.59E-03	0.00E+00	3.84E-03	2.99E-05	9.25E-05
OGG1_boot.110	4.42E-03	2.26E-04	4.69E-03	0.00E+00	6.69E-05
OGG1_boot.111	3.88E-03	1.20E-88	4.23E-03	4.37E-04	1.12E-04
OGG1_boot.112	2.83E-03	2.20E-04	2.76E-03	3.23E-04	1.64E-153
OGG1_boot.113	3.81E-03	2.79E-04	4.10E-03	1.17E-88	5.14E-05
OGG1_boot.114	3.30E-03	2.16E-04	3.62E-03	1.94E-131	7.82E-05
OGG1_boot.115	3.99E-03	2.77E-04	4.25E-03	2.75E-06	0.00E+00
OGG1_boot.116	5.61E-03	2.38E-04	5.77E-03	4.74E-83	0.00E+00
OGG1_boot.117	3.16E-03	0.00E+00	3.39E-03	6.44E-05	7.20E-05
OGG1_boot.118	3.31E-03	2.78E-04	3.58E-03	7.45E-05	8.13E-05
OGG1_boot.119	2.70E-03	1.51E-62	2.85E-03	4.03E-05	6.62E-05
OGG1_boot.120	2.65E-03	2.91E-04	2.77E-03	4.97E-05	1.39E-04
OGG1_boot.121	4.46E-03	0.00E+00	4.75E-03	0.00E+00	1.63E-04
OGG1_boot.122	3.48E-03	2.82E-04	3.78E-03	1.50E-102	1.47E-80
OGG1_boot.123	8.31E-04	9.74E-04	1.22E-03	3.22E-04	4.68E-04
OGG1_boot.124	5.49E-03	0.00E+00	5.78E-03	0.00E+00	2.01E-04
OGG1_boot.125	3.44E-03	2.74E-04	3.68E-03	4.74E-05	2.63E-05
OGG1_boot.126	4.08E-03	1.83E-04	4.38E-03	0.00E+00	1.08E-04
OGG1_boot.127	2.75E-03	2.97E-04	2.97E-03	4.98E-05	1.20E-04
OGG1_boot.128	5.02E-03	2.67E-04	5.24E-03	0.00E+00	1.23E-05
OGG1_boot.129	5.83E-03	0.00E+00	6.04E-03	3.95E-62	1.34E-04
OGG1_boot.130	3.54E-03	1.06E-142	3.84E-03	0.00E+00	1.52E-04
OGG1_boot.131	6.00E-03	2.32E-04	6.17E-03	6.39E-134	0.00E+00
OGG1_boot.132	5.84E-03	0.00E+00	5.85E-03	2.89E-04	0.00E+00
OGG1_boot.133	4.58E-03	2.58E-04	4.81E-03	4.37E-80	0.00E+00
OGG1_boot.134	3.86E-03	2.47E-04	4.18E-03	2.78E-04	8.53E-62
OGG1_boot.135	2.65E-03	2.28E-04	2.81E-03	4.70E-05	3.62E-45
OGG1_boot.136	3.32E-03	3.67E-105	3.59E-03	8.84E-05	7.11E-05
OGG1_boot.137	3.03E-03	0.00E+00	3.37E-03	0.00E+00	0.00E+00
OGG1_boot.138	3.06E-03	8.08E-45	3.36E-03	1.26E-43	1.30E-04
OGG1_real	1.55E-03	6.70E-04	1.97E-03	2.90E-04	2.80E-04
