Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.951	0.304	30.4%	0.04	32.067%	0.07859	0.867
OGG1_0_real_train1	0.9999999999999968	0.995	0.296	29.6%	0.057	14.11%	3.37611	0.995
RNF168_0_real_train1	0.9999999999999989	0.955	0.341	34.1%	0.043	29.608%	0.13867	0.91
UNG_0_real_train1	0.9999999999999982	0.891	0.557	55.7%	0.091	45.364%	0.28971	0.85
ATP2B4_0_real_train1	0.9999999999999971	0.979	0.389	38.9%	0.051	21.111%	0.19665	0.976
ATP2B4_1_real_train1	0.9999999999999967	0.987	0.348	34.8%	0.05	17.894%	0.17039	0.985
MLH1_0_real_train1	0.9999999999999964	0.98	0.243	24.3%	0.038	19.997%	0.0538	0.971
MSH2_0_real_train1	0.999999999999996	0.988	0.194	19.4%	0.03	15.925%	0.04373	0.983
MSH6_0_real_train1	0.9999999999999951	0.993	0.146	14.6%	0.022	11.981%	0.02929	0.99
MSH6_1_real_train1	0.9999999999999969	0.994	0.15	15.0%	0.021	11.297%	0.03808	0.991
PMS1_0_real_train1	0.9999999999999964	0.917	0.439	43.9%	0.092	40.003%	0.26686	0.896
PMS2_0_real_train1	0.9999999999999952	0.842	0.542	54.2%	0.087	54.001%	0.23423	0.718
EXO1_0_dirichlet_train1	0.9999999999999967	0.803	0.731	73.1%	0.1	60.915%	0.46882	0.666
RNF168_0_dirichlet_train1	0.9999999999999989	0.751	0.753	75.3%	0.105	66.865%	0.5731	0.526
RNF168_0_dirichlet_train1.1	0.9999999999999991	0.782	0.805	80.5%	0.113	62.289%	0.60427	0.658
EXO1_0_dirichlet_train1.1	0.9999999999999967	0.784	0.718	71.8%	0.104	62.207%	0.47587	0.624
RNF168_0_dirichlet_train1.2	0.999999999999999	0.784	0.836	83.6%	0.115	62.07%	0.62885	0.67
RNF168_0_dirichlet_train1.3	0.999999999999999	0.691	0.853	85.3%	0.123	73.531%	0.68605	0.449
RNF168_0_dirichlet_train1.4	0.999999999999999	0.84	0.656	65.6%	0.091	54.56%	0.47006	0.731
RNF168_0_dirichlet_train1.5	0.9999999999999989	0.749	0.785	78.5%	0.11	66.376%	0.59641	0.547
RNF168_0_dirichlet_train1.6	0.999999999999999	0.794	0.759	75.9%	0.113	61.087%	0.58949	0.685
RNF168_0_dirichlet_train1.7	0.9999999999999991	0.83	0.709	70.9%	0.099	56.126%	0.47068	0.735
RNF168_0_dirichlet_train1.8	0.9999999999999989	0.75	0.771	77.1%	0.123	66.414%	0.72734	0.612
EXO1_0_dirichlet_train1.2	0.9999999999999964	0.749	0.772	77.2%	0.108	67.725%	0.49214	0.543
EXO1_0_dirichlet_train1.3	0.9999999999999969	0.788	0.691	69.1%	0.099	61.678%	0.43019	0.603
RNF168_0_dirichlet_train1.9	0.9999999999999989	0.796	0.793	79.3%	0.114	60.764%	0.60046	0.694
EXO1_0_dirichlet_train1.4	0.9999999999999969	0.753	0.744	74.4%	0.101	67.166%	0.50553	0.498
EXO1_0_dirichlet_train1.5	0.9999999999999969	0.694	0.802	80.2%	0.118	72.674%	0.51727	0.413
EXO1_0_dirichlet_train1.6	0.9999999999999969	0.779	0.692	69.2%	0.102	62.594%	0.40461	0.597
EXO1_0_dirichlet_train1.7	0.9999999999999969	0.701	0.79	79.0%	0.108	72.857%	0.50069	0.345
EXO1_0_dirichlet_train1.8	0.9999999999999969	0.77	0.699	69.9%	0.1	64.033%	0.48718	0.545
RNF168_0_dirichlet_train1.10	0.9999999999999991	0.701	0.819	81.9%	0.122	71.789%	0.6896	0.47
EXO1_0_dirichlet_train1.9	0.9999999999999969	0.697	0.831	83.1%	0.118	75.05%	0.60961	0.439
RNF168_0_dirichlet_train1.11	0.999999999999999	0.685	0.805	80.5%	0.129	73.391%	0.65108	0.456
RNF168_0_dirichlet_train1.12	0.999999999999999	0.821	0.665	66.5%	0.108	57.278%	0.4498	0.738
EXO1_0_dirichlet_train1.10	0.9999999999999969	0.747	0.754	75.4%	0.104	67.26%	0.47433	0.49
EXO1_0_dirichlet_train1.11	0.9999999999999969	0.765	0.686	68.6%	0.103	65.259%	0.42997	0.561
