Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	1.53E-02	2.32E-02	6.40E-02	2.72E-01	1.53E-26
OGG1_0_real_train1	9.18E-03	6.57E-02	6.12E-02	8.96E-02	4.86E-03
RNF168_0_real_train1	1.65E-02	1.20E-01	2.55E-03	2.03E-02	9.80E-02
UNG_0_real_train1	2.98E-02	2.44E-02	2.95E-02	2.81E-02	2.03E-69
ATP2B4_0_real_train1	2.83E-02	1.02E-01	6.37E-02	8.91E-01	7.43E-02
ATP2B4_1_real_train1	2.46E-02	1.12E-01	7.01E-02	8.98E-01	8.37E-02
MLH1_0_real_train1	1.35E-01	1.22E-01	1.95E-03	8.12E-03	1.63E-26
MSH2_0_real_train1	7.57E-04	9.82E-02	9.99E-27	1.77E-03	1.00E-26
MSH6_0_real_train1	1.47E-01	1.35E-01	1.34E-21	8.57E-03	5.33E-03
MSH6_1_real_train1	1.49E-01	1.36E-01	1.66E-26	9.80E-03	1.67E-26
PMS1_0_real_train1	2.56E-03	4.55E-02	7.18E-06	5.06E-03	9.77E-02
PMS2_0_real_train1	1.71E-01	2.56E-03	5.14E-03	1.82E-03	2.95E-03
EXO1_0_multinomial_train1	1.48E-02	2.30E-02	6.31E-02	2.52E-01	1.53E-26
EXO1_0_multinomial_train1.1	1.58E-02	2.36E-02	6.50E-02	3.10E-01	1.53E-26
EXO1_0_multinomial_train1.2	1.57E-02	2.27E-02	6.26E-02	2.94E-01	1.53E-26
EXO1_0_multinomial_train1.3	5.90E-02	2.46E-02	6.89E-02	9.97E-02	1.53E-26
EXO1_0_multinomial_train1.4	2.53E-01	2.17E-02	6.19E-02	2.05E-01	1.53E-26
EXO1_0_multinomial_train1.5	1.52E-02	2.37E-02	6.72E-02	2.99E-01	1.53E-26
EXO1_0_multinomial_train1.6	6.18E-02	2.30E-02	6.09E-02	1.04E-01	1.53E-26
EXO1_0_multinomial_train1.7	1.54E-02	2.23E-02	6.16E-02	3.03E-01	1.53E-26
EXO1_0_multinomial_train1.8	1.62E-02	2.35E-02	6.33E-02	2.82E-01	1.53E-26
