NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.393	39.276	0.06	29.038	0.219	0.919	15000.0
2	0.393	39.275	0.06	29.039	0.219	0.919	15000.0
3	0.393	39.276	0.06	29.037	0.219	0.919	15000.0
4	0.393	39.276	0.06	29.039	0.219	0.919	15000.0
5	0.393	39.275	0.06	29.037	0.22	0.919	20000.0
6	0.393	39.274	0.06	29.039	0.22	0.919	30000.0
7	0.393	39.275	0.06	29.037	0.22	0.919	30000.0
8	0.393	39.276	0.06	29.039	0.22	0.919	20000.0
9	0.393	39.275	0.06	29.039	0.222	0.919	35000.0
10	0.393	39.275	0.06	29.037	0.217	0.919	15000.0
