Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_real_train_fold1	0.999999999999998	0.984	0.294	29.4%	0.04	17.785%	0.12736	0.98
ATP2B4_real_train_fold1.1	0.9999999999999958	0.992	0.246	24.6%	0.033	12.952%	0.09885	0.991
EXO1_real_train_fold1	0.9999999999999954	0.956	0.277	27.7%	0.039	31.28%	0.06874	0.884
MLH1_real_train_fold1	0.9999999999999958	0.986	0.189	18.9%	0.029	16.343%	0.04242	0.98
MSH2_real_train_fold1	0.9999999999999957	0.992	0.142	14.2%	0.024	13.165%	0.02612	0.988
MSH6_real_train_fold1	0.9999999999999969	0.992	0.156	15.6%	0.024	12.911%	0.03913	0.988
MSH6_real_train_fold1.1	0.9999999999999951	0.994	0.133	13.3%	0.02	10.892%	0.02625	0.991
MSH6_real_train_fold1.2	0.9999999999999966	0.994	0.124	12.4%	0.02	10.983%	0.02255	0.991
OGG1_real_train_fold1	0.9999999999999968	0.999	0.131	13.1%	0.019	4.703%	0.06785	0.999
PMS1_real_train_fold1	0.9999999999999963	0.947	0.424	42.4%	0.069	32.302%	0.23212	0.931
PMS2_real_train_fold1	0.9999999999999952	0.901	0.474	47.4%	0.071	44.07%	0.18948	0.832
RNF168_real_train_fold1	0.9999999999999996	0.967	0.266	26.6%	0.035	25.817%	0.06458	0.924
UNG_real_train_fold1	0.9999999999999968	0.983	0.265	26.5%	0.038	18.698%	0.11201	0.978
ATP2B4_multinomial_train_fold1	0.9999999999999982	0.944	0.466	46.6%	0.07	33.511%	0.24891	0.926
ATP2B4_multinomial_train_fold1.1	0.9999999999999969	0.975	0.388	38.8%	0.059	22.542%	0.22227	0.97
ATP2B4_multinomial_train_fold1.2	0.9999999999999971	0.985	0.322	32.2%	0.045	18.0%	0.20526	0.982
ATP2B4_multinomial_train_fold1.3	0.9999999999999978	0.95	0.47	47.0%	0.069	31.283%	0.28368	0.936
ATP2B4_multinomial_train_fold1.4	0.9999999999999964	0.978	0.348	34.8%	0.054	21.23%	0.19923	0.973
ATP2B4_multinomial_train_fold1.5	0.9999999999999969	0.977	0.336	33.6%	0.06	21.711%	0.19967	0.973
ATP2B4_multinomial_train_fold1.6	0.9999999999999971	0.981	0.384	38.4%	0.055	19.502%	0.22469	0.978
ATP2B4_multinomial_train_fold1.7	0.9999999999999962	0.972	0.391	39.1%	0.061	24.428%	0.21971	0.966
ATP2B4_multinomial_train_fold1.8	0.9999999999999964	0.986	0.29	29.0%	0.042	16.429%	0.18267	0.984
ATP2B4_multinomial_train_fold1.9	0.9999999999999967	0.977	0.354	35.4%	0.059	21.728%	0.18877	0.974
ATP2B4_multinomial_train_fold1.10	0.9999999999999968	0.982	0.314	31.4%	0.048	19.321%	0.19795	0.979
ATP2B4_multinomial_train_fold1.11	0.9999999999999979	0.969	0.432	43.2%	0.061	24.795%	0.26478	0.963
ATP2B4_multinomial_train_fold1.12	0.9999999999999981	0.959	0.435	43.5%	0.064	28.384%	0.25815	0.949
ATP2B4_multinomial_train_fold1.13	0.9999999999999962	0.975	0.365	36.5%	0.058	22.409%	0.20188	0.97
ATP2B4_multinomial_train_fold1.14	0.9999999999999977	0.95	0.435	43.5%	0.071	31.284%	0.2838	0.938
ATP2B4_multinomial_train_fold1.15	0.9999999999999982	0.961	0.505	50.5%	0.073	28.529%	0.30195	0.954
ATP2B4_multinomial_train_fold1.16	0.9999999999999979	0.97	0.4	40.0%	0.058	24.653%	0.23675	0.963
ATP2B4_multinomial_train_fold1.17	0.9999999999999979	0.963	0.429	42.9%	0.064	27.018%	0.26438	0.954
ATP2B4_multinomial_train_fold1.18	0.9999999999999982	0.953	0.454	45.4%	0.065	30.417%	0.28498	0.939
ATP2B4_multinomial_train_fold1.19	0.9999999999999971	0.971	0.416	41.6%	0.064	24.545%	0.27859	0.966
ATP2B4_multinomial_train_fold1.20	0.9999999999999982	0.967	0.407	40.7%	0.057	25.471%	0.22703	0.958
ATP2B4_multinomial_train_fold1.21	0.999999999999997	0.989	0.293	29.3%	0.04	14.951%	0.16739	0.987
ATP2B4_multinomial_train_fold1.22	0.9999999999999967	0.971	0.433	43.3%	0.057	24.293%	0.23874	0.964
ATP2B4_multinomial_train_fold1.23	0.9999999999999978	0.964	0.415	41.5%	0.061	26.804%	0.2445	0.954
ATP2B4_multinomial_train_fold1.24	0.9999999999999982	0.959	0.453	45.3%	0.073	28.453%	0.24646	0.952
ATP2B4_multinomial_train_fold1.25	0.9999999999999966	0.977	0.372	37.2%	0.053	21.195%	0.37883	0.973
ATP2B4_multinomial_train_fold1.26	0.9999999999999968	0.974	0.31	31.0%	0.061	22.908%	0.15566	0.97
ATP2B4_multinomial_train_fold1.27	0.9999999999999973	0.969	0.419	41.9%	0.062	25.709%	0.24359	0.962
ATP2B4_multinomial_train_fold1.28	0.9999999999999967	0.97	0.412	41.2%	0.06	25.178%	0.21727	0.964
ATP2B4_multinomial_train_fold1.29	0.9999999999999981	0.954	0.462	46.2%	0.068	30.65%	0.27107	0.942
ATP2B4_multinomial_train_fold1.30	0.9999999999999967	0.977	0.403	40.3%	0.056	22.194%	0.22057	0.973
ATP2B4_multinomial_train_fold1.31	0.9999999999999983	0.975	0.391	39.1%	0.058	22.845%	0.19852	0.971
ATP2B4_multinomial_train_fold1.32	0.9999999999999969	0.975	0.364	36.4%	0.057	22.326%	0.20639	0.971
ATP2B4_multinomial_train_fold1.33	0.999999999999998	0.971	0.427	42.7%	0.059	24.402%	0.23599	0.965
ATP2B4_multinomial_train_fold1.34	0.9999999999999969	0.98	0.345	34.5%	0.063	19.984%	0.1897	0.978
ATP2B4_multinomial_train_fold1.35	0.9999999999999968	0.976	0.343	34.3%	0.054	21.552%	0.19131	0.972
ATP2B4_multinomial_train_fold1.36	0.9999999999999978	0.959	0.426	42.6%	0.068	28.232%	0.22166	0.95
ATP2B4_multinomial_train_fold1.37	0.9999999999999973	0.968	0.452	45.2%	0.067	26.895%	0.3002	0.962
ATP2B4_multinomial_train_fold1.38	0.9999999999999969	0.978	0.386	38.6%	0.056	20.718%	0.21311	0.975
ATP2B4_multinomial_train_fold1.39	0.9999999999999979	0.961	0.423	42.3%	0.061	27.774%	0.26087	0.95
ATP2B4_multinomial_train_fold1.40	0.9999999999999979	0.962	0.481	48.1%	0.065	27.128%	0.26068	0.954
ATP2B4_multinomial_train_fold1.41	0.9999999999999962	0.983	0.35	35.0%	0.052	19.793%	0.19862	0.98
ATP2B4_multinomial_train_fold1.42	0.9999999999999978	0.951	0.491	49.1%	0.07	31.094%	0.29056	0.938
ATP2B4_multinomial_train_fold1.43	0.9999999999999973	0.978	0.365	36.5%	0.056	21.263%	0.21785	0.975
ATP2B4_multinomial_train_fold1.44	0.9999999999999972	0.978	0.369	36.9%	0.054	21.268%	0.24176	0.973
ATP2B4_multinomial_train_fold1.45	0.9999999999999964	0.97	0.4	40.0%	0.06	25.106%	0.2259	0.964
ATP2B4_multinomial_train_fold1.46	0.9999999999999969	0.964	0.453	45.3%	0.073	28.846%	0.34422	0.958
ATP2B4_multinomial_train_fold1.47	0.9999999999999967	0.984	0.323	32.3%	0.047	18.171%	0.21934	0.981
ATP2B4_multinomial_train_fold1.48	0.9999999999999976	0.944	0.476	47.6%	0.069	32.913%	0.28496	0.926
ATP2B4_multinomial_train_fold1.49	0.9999999999999973	0.975	0.385	38.5%	0.057	22.087%	0.23557	0.971
ATP2B4_multinomial_train_fold1.50	0.999999999999998	0.971	0.388	38.8%	0.059	24.116%	0.20523	0.965
