NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.364	36.411	0.055	27.13	0.234	0.927	20000.0
2	0.364	36.415	0.055	27.132	0.234	0.927	20000.0
3	0.364	36.409	0.055	27.126	0.233	0.927	20000.0
4	0.364	36.413	0.055	27.132	0.226	0.927	15000.0
5	0.364	36.409	0.055	27.129	0.225	0.927	15000.0
6	0.364	36.409	0.055	27.127	0.225	0.927	15000.0
7	0.364	36.412	0.055	27.13	0.224	0.927	15000.0
8	0.364	36.411	0.055	27.13	0.225	0.927	15000.0
9	0.364	36.41	0.055	27.129	0.225	0.927	15000.0
10	0.364	36.412	0.055	27.13	0.224	0.927	15000.0
