	0	1	2	3	4	5	6	7	8	9
0	[8.154605911170778, 8.154605911170778, 2759.7256287015553, 0.25, 0.0]	[8.162129397240447, 8.162129397240447, 2760.092329084774, 0.2516666650772095, 0.0]	[8.165027569881996, 8.165027569881996, 2759.9450719763017, 0.25, 0.0]	[8.160097275177053, 8.160097275177053, 2759.9454161719277, 0.24250000715255737, 0.0]	[8.162949581078722, 8.162949581078722, 2760.022301455215, 0.25, 0.0]	[8.159273407046367, 8.159273407046367, 2760.0079817635406, 0.25, 0.0]	[8.167589967690004, 8.167589967690004, 2760.2645340344143, 0.25, 0.0]	[8.158021511318237, 8.158021511318237, 2759.9595626523624, 0.24666666984558105, 0.0]	[8.145678897960115, 8.145678897960115, 2759.8422935239187, 0.2516666650772095, 0.0]	[8.147403501903558, 8.147403501903558, 2759.4552660324252, 0.24916666746139526, 0.0]
100	[2.2593434005456285, 2.2593434005456285, 2073.7102782042816, 0.3774999976158142, 0.0]	[2.269354509558728, 2.269354509558728, 2056.559979934845, 0.3866666555404663, 0.0]	[2.238082013762264, 2.238082013762264, 2068.0381002675003, 0.3708333373069763, 0.0]	[2.443404885548539, 2.443404885548539, 2163.104957800294, 0.3866666555404663, 0.0]	[2.327325553033456, 2.327325553033456, 2093.9815390621734, 0.37416666746139526, 0.0]	[2.3060332000536037, 2.3060332000536037, 2110.366773617845, 0.37416666746139526, 0.0]	[2.229512512685132, 2.229512512685132, 2089.825934987567, 0.3641666769981384, 0.0]	[2.2237551077596187, 2.2237551077596187, 2047.9657495513616, 0.3641666769981384, 0.0]	[2.2250271736560765, 2.2250271736560765, 2047.7745262974984, 0.36500000953674316, 0.0]	[2.2216698613000037, 2.2216698613000037, 2046.1374600887584, 0.3683333396911621, 0.0]
200	[2.217818398313929, 2.217818398313929, 2015.65463497091, 0.36250001192092896, 0.0]	[2.2255632160646743, 2.2255632160646743, 2024.9593037175568, 0.36000001430511475, 0.0]	[2.2159433989036508, 2.2159433989036508, 2009.7692600690432, 0.3683333396911621, 0.0]	[2.247278505967235, 2.247278505967235, 2049.045134486261, 0.37833333015441895, 0.0]	[2.3165933811670687, 2.3165933811670687, 2065.183191332297, 0.3791666626930237, 0.0]	[2.2310643304641955, 2.2310643304641955, 2045.0488149762834, 0.3916666805744171, 0.0]	[2.215919397243394, 2.215919397243394, 2012.1782068121515, 0.37166666984558105, 0.0]	[2.21475005117816, 2.21475005117816, 2004.0909263858061, 0.37416666746139526, 0.0]	[2.216053026211276, 2.216053026211276, 2007.3816230134707, 0.3725000023841858, 0.0]	[2.2137988524485483, 2.2137988524485483, 2003.5007174776206, 0.3766666650772095, 0.0]
300	[2.214555722260736, 2.214555722260736, 1999.130430650428, 0.37583333253860474, 0.0]	[2.2166076257505902, 2.2166076257505902, 2004.544673534686, 0.3683333396911621, 0.0]	[2.213852541243803, 2.213852541243803, 1995.4141090519056, 0.3799999952316284, 0.0]	[2.229277607201982, 2.229277607201982, 2014.5606037499238, 0.3799999952316284, 0.0]	[2.3077345180018516, 2.3077345180018516, 2058.493650880651, 0.3841666579246521, 0.0]	[2.2184597888582784, 2.2184597888582784, 2016.9869856288603, 0.3816666603088379, 0.0]	[2.2130473735329916, 2.2130473735329916, 1995.1185309329317, 0.3816666603088379, 0.0]	[2.2129861744973045, 2.2129861744973045, 1991.838841836483, 0.38083332777023315, 0.0]	[2.2141926275015464, 2.2141926275015464, 1994.784059065284, 0.3816666603088379, 0.0]	[2.2122211096631803, 2.2122211096631803, 1991.7165070899, 0.38333332538604736, 0.0]
400	[2.2133920832375855, 2.2133920832375855, 1994.3365094101816, 0.38083332777023315, 0.0]	[2.2149084581869967, 2.2149084581869967, 1996.3878959203507, 0.37583333253860474, 0.0]	[2.21290553302327, 2.21290553302327, 1989.6859440695239, 0.3858333230018616, 0.0]	[2.222836414588953, 2.222836414588953, 2005.1670165321316, 0.38083332777023315, 0.0]	[2.285846872727639, 2.285846872727639, 2056.17358010341, 0.3858333230018616, 0.0]	[2.217178911029365, 2.217178911029365, 2003.4251496118623, 0.3816666603088379, 0.0]	[2.212181933888668, 2.212181933888668, 1989.2257114187412, 0.3866666555404663, 0.0]	[2.2122642862640145, 2.2122642862640145, 1987.5575385941581, 0.3858333230018616, 0.0]	[2.213182257881661, 2.213182257881661, 1989.4596753273756, 0.38499999046325684, 0.0]	[2.211786956314824, 2.211786956314824, 1987.7670783176814, 0.3883333206176758, 0.0]
500	[2.212888656959097, 2.212888656959097, 1991.670482416375, 0.3799999952316284, 0.0]	[2.213875441230779, 2.213875441230779, 1993.1347418099442, 0.3824999928474426, 0.0]	[2.2121509772224117, 2.2121509772224117, 1986.6018189933968, 0.38999998569488525, 0.0]	[2.2180788454781473, 2.2180788454781473, 2001.2078793664152, 0.37833333015441895, 0.0]	[2.248103549813251, 2.248103549813251, 2046.2664483749427, 0.36916667222976685, 0.0]	[2.216144922511766, 2.216144922511766, 1996.980171598239, 0.38749998807907104, 0.0]	[2.211873583751683, 2.211873583751683, 1986.5396446398815, 0.38999998569488525, 0.0]	[2.211894368269453, 2.211894368269453, 1985.421764769841, 0.3891666531562805, 0.0]	[2.2126743770925583, 2.2126743770925583, 1986.903157266574, 0.38749998807907104, 0.0]	[2.2115608202812687, 2.2115608202812687, 1985.8333991532259, 0.38999998569488525, 0.0]
600	[2.2124567178772776, 2.2124567178772776, 1990.3020934594988, 0.3841666579246521, 0.0]	[2.213435187444761, 2.213435187444761, 1991.5533021593465, 0.38333332538604736, 0.0]	[2.211681815625971, 2.211681815625971, 1984.4360740146299, 0.38999998569488525, 0.0]	[2.215504326784523, 2.215504326784523, 1996.5203165812775, 0.3791666626930237, 0.0]	[2.235894062121329, 2.235894062121329, 2026.858304797881, 0.3641666769981384, 0.0]	[2.2156970779248804, 2.2156970779248804, 1992.9021446743418, 0.3866666555404663, 0.0]	[2.211640314745308, 2.211640314745308, 1985.0866194784508, 0.38999998569488525, 0.0]	[2.2116498649254988, 2.2116498649254988, 1984.2563950540482, 0.3891666531562805, 0.0]	[2.2122830265384104, 2.2122830265384104, 1985.4913898589766, 0.3866666555404663, 0.0]	[2.2113926494613967, 2.2113926494613967, 1984.7817677003231, 0.38999998569488525, 0.0]
700	[2.212005614252124, 2.212005614252124, 1988.434596579918, 0.3858333230018616, 0.0]	[2.2129584959675705, 2.2129584959675705, 1990.5857832079882, 0.38499999046325684, 0.0]	[2.2114134163960344, 2.2114134163960344, 1983.5185252140363, 0.3891666531562805, 0.0]	[2.2139747765251396, 2.2139747765251396, 1992.8153099996641, 0.3774999976158142, 0.0]	[2.2263171127391375, 2.2263171127391375, 2011.7382906432465, 0.3708333373069763, 0.0]	[2.2152508003252365, 2.2152508003252365, 1990.5798279715082, 0.3883333206176758, 0.0]	[2.2114837611216123, 2.2114837611216123, 1984.2953007017788, 0.3908333480358124, 0.0]	[2.2115059353810436, 2.2115059353810436, 1983.6868060422412, 0.3908333480358124, 0.0]	[2.2120192689482847, 2.2120192689482847, 1984.5018953019649, 0.3883333206176758, 0.0]	[2.211257264096936, 2.211257264096936, 1984.3635673730146, 0.38749998807907104, 0.0]
800	[2.211737193126875, 2.211737193126875, 1987.2412861022872, 0.38749998807907104, 0.0]	[2.212737035536358, 2.212737035536358, 1989.2529678696874, 0.3858333230018616, 0.0]	[2.2112370888916795, 2.2112370888916795, 1982.7580457006438, 0.3891666531562805, 0.0]	[2.213195515109005, 2.213195515109005, 1990.8793296294884, 0.3799999952316284, 0.0]	[2.2238814996419274, 2.2238814996419274, 2003.9898581916573, 0.3708333373069763, 0.0]	[2.2145526288386916, 2.2145526288386916, 1989.576952910561, 0.3866666555404663, 0.0]	[2.2113510268681456, 2.2113510268681456, 1983.5479141535243, 0.38999998569488525, 0.0]	[2.211388911962432, 2.211388911962432, 1983.4661370542592, 0.38999998569488525, 0.0]	[2.2118147441209617, 2.2118147441209617, 1983.8652814750099, 0.3891666531562805, 0.0]	[2.211125263850943, 2.211125263850943, 1984.1107077174102, 0.3883333206176758, 0.0]
900	[2.211532467873213, 2.211532467873213, 1986.4423039379196, 0.38749998807907104, 0.0]	[2.2124258467300337, 2.2124258467300337, 1988.5808974645354, 0.3841666579246521, 0.0]	[2.2111105511580322, 2.2111105511580322, 1982.502598702135, 0.3883333206176758, 0.0]	[2.2120042430245235, 2.2120042430245235, 1988.4281222144236, 0.3824999928474426, 0.0]	[2.2200856939508355, 2.2200856939508355, 1995.4532844519956, 0.37833333015441895, 0.0]	[2.214237884041795, 2.214237884041795, 1988.2964881420255, 0.3858333230018616, 0.0]	[2.2112504721684543, 2.2112504721684543, 1982.8939685475814, 0.38749998807907104, 0.0]	[2.211237635420545, 2.211237635420545, 1982.966674299492, 0.3891666531562805, 0.0]	[2.2116602428055665, 2.2116602428055665, 1983.545210794023, 0.38999998569488525, 0.0]	[2.2109992371431075, 2.2109992371431075, 1983.5416633157288, 0.3891666531562805, 0.0]
