Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
ATP2B4_real_train_fold1	8.28E-04	7.36E-04	1.74E-03	2.22E-03	3.70E-03
ATP2B4_real_train_fold1.1	3.79E-04	0.00E+00	6.38E-04	2.46E-03	1.70E-03
MLH1_real_train_fold1	0.00E+00	2.04E-03	0.00E+00	7.05E-04	2.11E-04
MSH2_real_train_fold1	0.00E+00	2.12E-03	0.00E+00	8.77E-04	0.00E+00
MSH6_real_train_fold1	0.00E+00	1.40E-03	0.00E+00	4.09E-29	5.85E-04
MSH6_real_train_fold1.1	0.00E+00	1.79E-03	2.53E-03	1.98E-03	9.62E-04
OGG1_real_train_fold1	0.00E+00	0.00E+00	3.05E-03	3.37E-03	1.28E-03
PMS1_real_train_fold1	0.00E+00	4.91E-02	1.18E-03	1.49E-03	9.24E-04
PMS2_real_train_fold1	1.08E-03	2.23E-03	0.00E+00	0.00E+00	6.89E-04
RNF168_real_train_fold1	5.94E-04	1.75E-04	1.07E-06	6.69E-04	3.34E-04
UNG_real_train_fold1	2.64E-52	1.24E-03	0.00E+00	6.93E-03	8.40E-03
ATP2B4_dirichlet_train_fold1	0.00E+00	0.00E+00	2.17E-03	0.00E+00	3.33E-03
ATP2B4_dirichlet_train_fold1.1	0.00E+00	0.00E+00	2.08E-03	3.03E-03	1.46E-03
ATP2B4_dirichlet_train_fold1.2	1.47E-03	5.15E-04	2.20E-03	3.95E-03	2.28E-126
ATP2B4_dirichlet_train_fold1.3	4.52E-03	1.21E-03	1.74E-03	0.00E+00	3.37E-03
ATP2B4_dirichlet_train_fold1.4	1.96E-03	0.00E+00	4.69E-03	3.00E-03	5.08E-03
ATP2B4_dirichlet_train_fold1.5	1.45E-03	0.00E+00	4.30E-03	5.65E-03	5.19E-49
ATP2B4_dirichlet_train_fold1.6	2.11E-77	2.39E-04	8.34E-04	3.27E-03	3.43E-03
ATP2B4_dirichlet_train_fold1.7	5.75E-04	0.00E+00	2.40E-03	3.95E-03	1.91E-03
ATP2B4_dirichlet_train_fold1.8	2.75E-04	0.00E+00	5.17E-04	2.09E-03	1.81E-03
ATP2B4_dirichlet_train_fold1.9	3.34E-16	0.00E+00	1.45E-03	3.33E-03	0.00E+00
ATP2B4_dirichlet_train_fold1.10	3.24E-04	0.00E+00	9.57E-04	2.22E-03	2.87E-03
ATP2B4_dirichlet_train_fold1.11	2.93E-04	4.25E-04	1.28E-03	2.23E-03	3.10E-03
ATP2B4_dirichlet_train_fold1.12	2.63E-03	0.00E+00	1.55E-03	0.00E+00	3.17E-03
ATP2B4_dirichlet_train_fold1.13	0.00E+00	0.00E+00	6.25E-03	8.15E-03	0.00E+00
ATP2B4_dirichlet_train_fold1.14	0.00E+00	1.15E-03	2.00E-03	2.30E-116	3.34E-03
ATP2B4_dirichlet_train_fold1.15	1.66E-03	5.19E-04	1.54E-03	0.00E+00	3.11E-03
ATP2B4_dirichlet_train_fold1.16	3.65E-04	4.26E-04	6.18E-04	2.51E-03	2.10E-03
ATP2B4_dirichlet_train_fold1.17	0.00E+00	0.00E+00	1.33E-03	1.98E-03	2.95E-03
