	0	1	2	3	4	5	6	7	8	9
0	[656.5573804215477, 11.898703833117988, 6446.586765884296, 0.13249999284744263, 0.0]	[656.5470184363646, 11.89579524224514, 6446.512231941194, 0.11142857372760773, 0.0]	[656.5624505100537, 11.892346934414498, 6446.701035756392, 0.12214285880327225, 0.0]	[656.5011427649723, 11.905755276459152, 6445.953874885132, 0.1192857176065445, 0.0]	[656.4649603362485, 11.892719147187426, 6445.722411890611, 0.1274999976158142, 0.0]	[656.5414855356593, 11.883862117506926, 6446.5762341815225, 0.11571428924798965, 0.0]	[656.4555215288434, 11.887425204052871, 6445.680963247905, 0.10178571194410324, 0.0]	[656.4770512138641, 11.896784532715154, 6445.802666811489, 0.136428564786911, 0.0]	[656.4885255483571, 11.884923819987694, 6446.036017283694, 0.11964285373687744, 0.0]	[656.501121141635, 11.885178197985532, 6446.159429436495, 0.11071428656578064, 0.0]
100	[596.7116809090693, 13.575087596291207, 5831.365933127781, 0.46071428060531616, 0.0]	[475.72329895119975, 19.175183651842758, 4565.48115299357, 0.7024999856948853, 0.0]	[512.594456189282, 17.334055673682613, 4952.604005155994, 0.5235714316368103, 0.0]	[719.4612605419064, 39.004041166831456, 6804.572193750749, 0.529285728931427, 0.0]	[170.311210854844, 5.342802637406003, 1649.68408217438, 0.75, 0.0]	[323.24213280817725, 9.007263316159575, 3142.3486949201765, 0.6003571152687073, 0.0]	[371.9170321725036, 17.440060402371586, 3544.76971770132, 0.5203571319580078, 0.0]	[469.3344532709012, 11.907104947107278, 4574.273483237939, 0.5, 0.0]	[308.33464158808164, 10.749241518549983, 2975.8540006953162, 0.6200000047683716, 0.0]	[785.6189726379486, 11.872138432653822, 7737.468342052946, 0.5, 0.0]
200	[261.252770949489, 7.0936540366430005, 2541.59116912846, 0.6957142949104309, 0.0]	[544.6977199519241, 23.46204108435913, 5212.356788675649, 0.5774999856948853, 0.0]	[306.29174081782094, 6.955142357261921, 2993.36598460559, 0.5357142686843872, 0.0]	[206.97923551830132, 6.285202398148616, 2006.940331201527, 0.7346428632736206, 0.0]	[168.42587556473055, 5.288921942409915, 1631.369536223206, 0.75, 0.0]	[171.66583046943214, 5.586318958777389, 1660.7951151065474, 0.75, 0.0]	[246.61118160698447, 6.742910574868582, 2398.682710321159, 0.6385714411735535, 0.0]	[260.0229593599704, 6.728044093617325, 2532.9491526635306, 0.6071428656578064, 0.0]	[268.965763235729, 8.157848878118171, 2608.0791435761084, 0.6292856931686401, 0.0]	[199.8086738853831, 6.3367504981568645, 1934.719233872262, 0.7121428847312927, 0.0]
300	[192.38593372005832, 5.980290871479122, 1864.056428485792, 0.7142857313156128, 0.0]	[219.80236042717553, 8.279168837012183, 2115.2319159016333, 0.708214282989502, 0.0]	[306.278478938695, 6.939547476463823, 2993.3893146223118, 0.5357142686843872, 0.0]	[931.0941174006148, 14.328492768227063, 9167.656246323877, 0.5357142686843872, 0.0]	[167.85968804561963, 5.263635702319628, 1625.9605234330002, 0.75, 0.0]	[168.39835400124323, 5.443886699192605, 1629.5446730205063, 0.75, 0.0]	[304.5751317976768, 9.826237509829488, 2947.4889428784736, 0.6703571677207947, 0.0]	[260.0238442696018, 6.726588185864174, 2532.972560837376, 0.6071428656578064, 0.0]	[273.1679095195609, 8.77632436597687, 2643.9158515358404, 0.6310714483261108, 0.0]	[190.96069712720063, 5.655186933442423, 1853.055101937582, 0.7142857313156128, 0.0]
400	[201.5807812273624, 6.612217474592879, 1949.685637527695, 0.7121428847312927, 0.0]	[220.23476738433402, 8.102862765112658, 2121.3190461922136, 0.7085714340209961, 0.0]	[306.2747480791265, 6.933595199533348, 2993.411528795931, 0.5357142686843872, 0.0]	[292.1786319680267, 8.464672475334702, 2837.1395949269204, 0.5357142686843872, 0.0]	[167.57656054928424, 5.24381714424528, 1623.3274340503897, 0.75, 0.0]	[168.0020892416045, 5.421150017913529, 1625.8093922369096, 0.75, 0.0]	[260.3656603746313, 7.08045226320079, 2532.8520811143053, 0.6071428656578064, 0.0]	[260.0444052305749, 6.721657097826253, 2533.227481327486, 0.6071428656578064, 0.0]	[262.5370134500147, 7.896509055850408, 2546.405043941643, 0.6349999904632568, 0.0]	[190.76925728238075, 5.643581890732573, 1851.2567539164816, 0.7142857313156128, 0.0]
500	[191.1655992596949, 6.0398321101396375, 1851.2576714955524, 0.7142857313156128, 0.0]	[211.4188212204587, 7.2329156557967265, 2041.8590556466197, 0.7096428275108337, 0.0]	[306.2711657979031, 6.9271151727505575, 2993.440506251525, 0.5357142686843872, 0.0]	[531.8755950413131, 22.13930032279522, 5097.362947185178, 0.5357142686843872, 0.0]	[167.4210991305001, 5.224439242768616, 1621.9665988773145, 0.75, 0.0]	[167.79714574622326, 5.399667742110522, 1623.9747800411274, 0.75, 0.0]	[863.9019258109515, 10.802977771277718, 8530.989480396738, 0.5, 0.0]	[298.26746467847494, 12.759159151988683, 2855.0830552648627, 0.550000011920929, 0.0]	[255.2216440344097, 7.424922129303776, 2477.967219051059, 0.6378571391105652, 0.0]	[190.66075464036237, 5.635088555330339, 1850.2566608503203, 0.7142857313156128, 0.0]
600	[196.34356725356855, 6.184928439377405, 1901.5863881419114, 0.7132142782211304, 0.0]	[196.6634811630427, 6.4975247366431015, 1901.659564263996, 0.7128571271896362, 0.0]	[306.2672672741088, 6.91865224142443, 2993.486150326844, 0.5357142686843872, 0.0]	[550.582463931954, 73.84730012172228, 4767.351638102316, 0.4285714328289032, 0.0]	[167.33526568159087, 5.205107963058021, 1621.3015771853284, 0.75, 0.0]	[167.69631254595112, 5.383156015247397, 1623.131565307037, 0.75, 0.0]	[260.3581359685771, 7.072150797605025, 2532.8598517097203, 0.6071428656578064, 0.0]	[260.2402309439732, 6.722742776553563, 2535.174881674196, 0.6071428656578064, 0.0]	[249.04164045541066, 6.9224992476433, 2421.1914120776737, 0.6396428346633911, 0.0]	[190.58435656871222, 5.628319453743555, 1849.5603711496865, 0.7142857313156128, 0.0]
700	[191.1840933762518, 6.055641014134274, 1851.2845236211754, 0.7139285802841187, 0.0]	[203.37686491737182, 6.672344938269044, 1967.0451997910277, 0.7124999761581421, 0.0]	[306.26638076587244, 6.914286782184945, 2993.5209398368747, 0.5357142686843872, 0.0]	[290.5018263184741, 6.842112099334584, 2836.597142191395, 0.5357142686843872, 0.0]	[167.28028653321724, 5.187045427465846, 1620.9324110575137, 0.75, 0.0]	[167.64222528923057, 5.368439826642515, 1622.7378546258803, 0.75, 0.0]	[260.3568253490434, 7.070392186944431, 2532.8643316209896, 0.6071428656578064, 0.0]	[260.1374723257877, 6.719320303654302, 2534.1815202213343, 0.6071428656578064, 0.0]	[247.09690923472607, 7.1131142105474074, 2399.8379502417865, 0.6410714387893677, 0.0]	[190.53028518014884, 5.623320009381082, 1849.0696517076774, 0.7142857313156128, 0.0]
800	[190.67883765419876, 6.0049107894790374, 1846.7392686471972, 0.7142857313156128, 0.0]	[194.63079270475055, 6.215527614135795, 1884.1526509061473, 0.7124999761581421, 0.0]	[306.2670034199759, 6.909490556099413, 2993.575128638765, 0.5357142686843872, 0.0]	[366.0784017748035, 9.385852968499538, 3566.9254880630397, 0.5257142782211304, 0.0]	[167.24338613433451, 5.170548714989316, 1620.7283741934518, 0.75, 0.0]	[167.56473373923373, 5.355890094506613, 1622.088436447271, 0.7496428489685059, 0.0]	[260.3558158309322, 7.068944043317228, 2532.8687178761497, 0.6071428656578064, 0.0]	[260.100434703374, 6.7170357364616695, 2533.8339896691227, 0.6071428656578064, 0.0]	[241.73649996228187, 6.444903901761732, 2352.9159606052012, 0.641785740852356, 0.0]	[190.48896375598554, 5.618941049841223, 1848.700227061443, 0.7142857313156128, 0.0]
900	[190.59723096965865, 6.011861831329147, 1845.8536913832947, 0.7142857313156128, 0.0]	[197.24945248680862, 6.469954976134254, 1907.7949751067435, 0.7128571271896362, 0.0]	[306.2686217049359, 6.905423421021973, 2993.6319828391397, 0.5357142686843872, 0.0]	[622.2580477299432, 14.732571971920965, 6075.254757580222, 0.4285714328289032, 0.0]	[167.21178134185843, 5.15485940688287, 1620.5692193497553, 0.75, 0.0]	[167.51502602709436, 5.347183631078385, 1621.6784239601595, 0.7496428489685059, 0.0]	[260.3524186908761, 7.064478808477798, 2532.879398823983, 0.6071428656578064, 0.0]	[260.08073300381716, 6.714043240415566, 2533.6668976340156, 0.6071428656578064, 0.0]	[238.9737210275049, 6.226082690362371, 2327.476383371425, 0.6421428322792053, 0.0]	[190.4563338696298, 5.614960215536207, 1848.4137365409358, 0.7142857313156128, 0.0]
